genome,completeness,contamination
uvig_428295.fasta,100,0
uvig_4283.fasta,13.97,0
uvig_428301.fasta,40.68,0
uvig_428302.fasta,97.49,6.18
uvig_428305.fasta,80.71,0
uvig_428306.fasta,24,0
uvig_428313.fasta,54.79,12.69
uvig_428314.fasta,41.57,0
uvig_428320.fasta,99.26,0
uvig_428321.fasta,64.25,0
uvig_428327.fasta,90.29,13.66
uvig_428328.fasta,41.43,40.64
uvig_428329.fasta,79.25,0
uvig_428330.fasta,59.95,0
uvig_428333.fasta,45.75,0
uvig_428344.fasta,53.43,0
uvig_428347.fasta,20.88,0
uvig_428353.fasta,100,0
uvig_428357.fasta,86.46,0
uvig_428358.fasta,88.28,21.09
uvig_428364.fasta,0,0
uvig_428375.fasta,80.15,28.44
uvig_428376.fasta,97.96,0
uvig_428385.fasta,31.74,0
uvig_42840.fasta,100,0
uvig_428404.fasta,69.64,0
uvig_428406.fasta,96.8,0
uvig_428407.fasta,43.42,33.56
uvig_428413.fasta,23.58,39.02
uvig_428418.fasta,100,0
uvig_42842.fasta,71.49,0
uvig_428421.fasta,0,0
uvig_428425.fasta,100,0
uvig_42843.fasta,92.2,0
uvig_428440.fasta,100,0
uvig_428442.fasta,64.78,9.57
uvig_428443.fasta,100,28.5
uvig_428444.fasta,39.42,11.13
uvig_428447.fasta,52.34,30.48
uvig_428448.fasta,60.97,27.54
uvig_428449.fasta,42.53,52.81
uvig_428454.fasta,99.9,0
uvig_42846.fasta,75.32,8.04
uvig_428461.fasta,35.04,27.61
uvig_428462.fasta,52,0
uvig_428463.fasta,37.75,0
uvig_428465.fasta,45.96,0
uvig_428466.fasta,43.62,0
uvig_42847.fasta,55.51,0
uvig_428474.fasta,16.97,0
uvig_42849.fasta,90.62,0
uvig_428496.fasta,89.96,0
uvig_428500.fasta,60.4,0
uvig_428504.fasta,100,0
uvig_428511.fasta,100,0
uvig_428518.fasta,100,13.75
uvig_428519.fasta,100,11.2
uvig_428523.fasta,30.18,32.27
uvig_428524.fasta,19.93,15.04
uvig_428525.fasta,31.52,0
uvig_428536.fasta,61.15,0
uvig_428545.fasta,46.68,0
uvig_42855.fasta,39.53,39.41
uvig_42856.fasta,99.7,0
uvig_428565.fasta,100,0
uvig_428573.fasta,97.13,0
uvig_428574.fasta,100,0
uvig_428575.fasta,100,0
uvig_428578.fasta,12.06,0
uvig_428586.fasta,100,0
uvig_428587.fasta,22.76,0
uvig_428588.fasta,65.9,0
uvig_428592.fasta,31.76,44.22
uvig_428594.fasta,15.35,52.81
uvig_428596.fasta,20.69,0
uvig_428597.fasta,0,0
uvig_42860.fasta,91.75,0
uvig_428611.fasta,37.1,0
uvig_428615.fasta,63.84,0
uvig_42862.fasta,62.26,0
uvig_428620.fasta,100,0
uvig_428622.fasta,100,12.97
uvig_428625.fasta,85.49,14.85
uvig_428626.fasta,94.38,0
uvig_42863.fasta,51.7,0
uvig_428631.fasta,48.42,0
uvig_428638.fasta,28.92,30.91
uvig_428639.fasta,27.72,0
uvig_428640.fasta,36.87,0
uvig_42865.fasta,10.96,68.24
uvig_428657.fasta,83.88,0
uvig_428658.fasta,21.68,0
uvig_42866.fasta,45.36,41.29
uvig_428666.fasta,48.72,0
uvig_428668.fasta,19.81,0
uvig_428669.fasta,9.5,0
uvig_42867.fasta,44.16,0
uvig_428674.fasta,44,0
uvig_428676.fasta,31.45,0
uvig_42868.fasta,46.22,0
uvig_428680.fasta,3.62,0
uvig_42869.fasta,85.76,0
uvig_428693.fasta,100,0
uvig_428695.fasta,100,41.48
uvig_428696.fasta,46.41,0
uvig_428697.fasta,49.32,0
uvig_428698.fasta,99.18,16.52
uvig_428699.fasta,90.48,23.32
uvig_428700.fasta,98.43,13.09
uvig_428701.fasta,44.93,20.22
uvig_428702.fasta,95.98,23.2
uvig_42871.fasta,68.13,0
uvig_428710.fasta,39.56,0
uvig_428711.fasta,59.58,21.99
uvig_428716.fasta,52.26,0
uvig_428718.fasta,30.57,0
uvig_428721.fasta,39.18,0
uvig_428723.fasta,51.84,0
uvig_42873.fasta,59.87,0
uvig_42874.fasta,35.17,0
uvig_428743.fasta,90.79,0
uvig_42875.fasta,37.98,0
uvig_428753.fasta,94.39,0
uvig_428754.fasta,81.94,4.59
uvig_428757.fasta,100,0
uvig_428758.fasta,95.58,0
uvig_428761.fasta,87.28,0
uvig_428766.fasta,100,7.03
uvig_428767.fasta,100,0
uvig_428768.fasta,82.98,0
uvig_42877.fasta,51.87,0
uvig_428771.fasta,100,0
uvig_428772.fasta,62.65,0
uvig_428775.fasta,73,0
uvig_428777.fasta,56.81,0
uvig_42878.fasta,34.58,15.73
uvig_428780.fasta,25.44,0
uvig_428789.fasta,91.5,0
uvig_42879.fasta,35.55,0
uvig_428792.fasta,51.78,0
uvig_428798.fasta,100,0
uvig_4288.fasta,89.6,0
uvig_42880.fasta,16.32,0
uvig_428801.fasta,100,0
uvig_428803.fasta,86.87,0
uvig_428806.fasta,64.11,0
uvig_428809.fasta,91.14,0
uvig_428810.fasta,97.67,0
uvig_42882.fasta,38.52,0
uvig_428825.fasta,100,0
uvig_428829.fasta,100,0
uvig_428831.fasta,91.42,0
uvig_428832.fasta,86.87,29.77
uvig_428837.fasta,72.72,0
uvig_428840.fasta,95.35,0
uvig_428841.fasta,93.88,0
uvig_428847.fasta,57.05,0
uvig_428850.fasta,12.93,36.95
uvig_428878.fasta,100,0
uvig_428879.fasta,72.74,0
uvig_428889.fasta,100,0
uvig_428892.fasta,95.79,10.52
uvig_428896.fasta,66.44,0
uvig_428898.fasta,49.44,0
uvig_428899.fasta,28.35,0
uvig_42890.fasta,49.27,0
uvig_428901.fasta,31.52,0
uvig_42896.fasta,31.72,0
uvig_428967.fasta,31.56,0
uvig_428968.fasta,14.5,0
uvig_428970.fasta,76.5,0
uvig_428972.fasta,0,0
uvig_428985.fasta,100,0
uvig_428988.fasta,57.08,64.89
uvig_428989.fasta,99.23,0
uvig_42899.fasta,29.04,0
uvig_428990.fasta,91.05,14.6
uvig_428991.fasta,100,0
uvig_428998.fasta,75.87,0
uvig_429002.fasta,43.19,25.83
uvig_429003.fasta,38.37,0
uvig_429006.fasta,28.55,0
uvig_42902.fasta,33.21,0
uvig_429036.fasta,61.8,0
uvig_429039.fasta,73.14,0
uvig_429041.fasta,91.03,0
uvig_429042.fasta,100,19.21
uvig_429046.fasta,100,9.7
uvig_429049.fasta,87.28,0
uvig_429057.fasta,28.69,0
uvig_42906.fasta,17.75,18.85
uvig_429061.fasta,56,0
uvig_429064.fasta,100,0
uvig_429065.fasta,28.66,0
uvig_429067.fasta,15.47,0
uvig_429081.fasta,100,0
uvig_429089.fasta,25.37,67.9
uvig_429092.fasta,46.85,0
uvig_429097.fasta,48.88,0
uvig_429100.fasta,18.86,0
uvig_429105.fasta,24.93,0
uvig_429109.fasta,13.11,0
uvig_429131.fasta,48.27,0
uvig_429139.fasta,38.29,0
uvig_429140.fasta,89.37,6.99
uvig_429141.fasta,100,0
uvig_429143.fasta,68.6,0
uvig_429145.fasta,25.9,0
uvig_429148.fasta,100,0
uvig_429150.fasta,0,0
uvig_429151.fasta,23.2,0
uvig_429156.fasta,100,0
uvig_429157.fasta,100,0
uvig_429158.fasta,100,0
uvig_429159.fasta,100,26.05
uvig_429163.fasta,67.92,0
uvig_429167.fasta,100,0
uvig_429170.fasta,42.22,18.77
uvig_429177.fasta,21.6,30.06
uvig_4292.fasta,56.52,0
uvig_429201.fasta,35.07,0
uvig_429204.fasta,100,51.72
uvig_429205.fasta,80.11,46.49
uvig_429214.fasta,85.58,25.4
uvig_429220.fasta,100,0
uvig_429222.fasta,99.09,0
uvig_429224.fasta,97.28,0
uvig_429228.fasta,49.3,0
uvig_429249.fasta,13.06,40.2
uvig_429254.fasta,100,0
uvig_429267.fasta,40.99,0
uvig_429271.fasta,27.13,0
uvig_429277.fasta,100,58.74
uvig_429279.fasta,75.84,0
uvig_429282.fasta,53.98,0
uvig_429283.fasta,100,0
uvig_429284.fasta,100,0
uvig_429286.fasta,32.91,0
uvig_429290.fasta,100,0
uvig_429294.fasta,100,0
uvig_429295.fasta,100,0
uvig_429299.fasta,95.14,0
uvig_429300.fasta,0,0
uvig_429318.fasta,46.82,7.7
uvig_429320.fasta,34.91,12.64
uvig_429325.fasta,66.55,14.42
uvig_42933.fasta,31.54,0
uvig_429331.fasta,95.17,13.17
uvig_429333.fasta,57.34,0
uvig_429339.fasta,71.13,0
uvig_429341.fasta,60.85,0
uvig_429344.fasta,57.75,0
uvig_429351.fasta,48.87,0
uvig_429354.fasta,36.48,0
uvig_429364.fasta,20.07,20.66
uvig_429367.fasta,16.38,0
uvig_429387.fasta,31.99,0
uvig_429388.fasta,95.81,0
uvig_429391.fasta,100,0
uvig_429398.fasta,100,0
uvig_429399.fasta,100,0
uvig_429400.fasta,100,0
uvig_429401.fasta,100,0
uvig_429410.fasta,36.65,0
uvig_429432.fasta,62.3,0
uvig_429435.fasta,6.53,0
uvig_429445.fasta,100,0
uvig_429447.fasta,96.53,15.83
uvig_429449.fasta,100,5.78
uvig_429451.fasta,70.57,11.34
uvig_429454.fasta,100,0
uvig_429458.fasta,20.37,0
uvig_429488.fasta,100,0
uvig_429489.fasta,100,0
uvig_42949.fasta,100,0
uvig_429490.fasta,68.05,0
uvig_429500.fasta,59.21,0
uvig_429505.fasta,100,0
uvig_429513.fasta,44.47,0
uvig_429515.fasta,10.22,0
uvig_429524.fasta,50.18,0
uvig_429529.fasta,100,0
uvig_42953.fasta,95.28,0
uvig_429530.fasta,87.16,0
uvig_429531.fasta,0,0
uvig_429536.fasta,100,36.33
uvig_429537.fasta,100,18.12
uvig_429540.fasta,84.57,66.77
uvig_42955.fasta,40.04,0
uvig_429550.fasta,100,0
uvig_429554.fasta,45.37,0
uvig_429566.fasta,17.4,0
uvig_429567.fasta,13.11,30.06
uvig_42957.fasta,0,0
uvig_429588.fasta,57.21,47.22
uvig_429592.fasta,83.52,0
uvig_429606.fasta,99.17,0
uvig_429607.fasta,98.66,4.2
uvig_429610.fasta,95.77,0
uvig_429622.fasta,38.66,0
uvig_429623.fasta,34.7,23.2
uvig_429624.fasta,24.64,0
uvig_429625.fasta,25.56,0
uvig_429657.fasta,100,0
uvig_429661.fasta,100,0
uvig_429694.fasta,100,0
uvig_429698.fasta,99.42,0
uvig_429699.fasta,13.36,44.15
uvig_42970.fasta,47.27,0
uvig_429701.fasta,97.39,58.64
uvig_42971.fasta,100,33.62
uvig_429716.fasta,17.94,26.14
uvig_429718.fasta,0,0
uvig_42973.fasta,99.82,0
uvig_429734.fasta,0,0
uvig_42974.fasta,62.88,26.02
uvig_429742.fasta,77.24,21.5
uvig_429743.fasta,100,19.69
uvig_429746.fasta,52.3,0
uvig_429747.fasta,33.81,0
uvig_429753.fasta,26.63,0
uvig_429754.fasta,26.54,0
uvig_42976.fasta,70.16,0
uvig_429777.fasta,86.59,46.02
uvig_429787.fasta,84.62,0
uvig_429793.fasta,53.8,0
uvig_429802.fasta,43.05,0
uvig_429803.fasta,42.8,0
uvig_429806.fasta,23.2,28.45
uvig_429808.fasta,35.53,0
uvig_429815.fasta,0,0
uvig_429820.fasta,24.8,0
uvig_429847.fasta,0,0
uvig_429851.fasta,46.75,0
uvig_429871.fasta,18.02,33.8
uvig_429894.fasta,18.59,0
uvig_429903.fasta,77.51,20.07
uvig_429907.fasta,34.92,0
uvig_429908.fasta,33.66,0
uvig_429916.fasta,60.39,18.88
uvig_429918.fasta,97.77,0
uvig_429919.fasta,100,0
uvig_429921.fasta,66.93,54.35
uvig_429924.fasta,100,0
uvig_429928.fasta,100,7.24
uvig_429930.fasta,23.11,0
uvig_429931.fasta,79.23,0
uvig_429932.fasta,35.54,27.75
uvig_429933.fasta,63.26,0
uvig_429934.fasta,51.02,0
uvig_429936.fasta,44.82,0
uvig_429939.fasta,14.52,0
uvig_429940.fasta,43.34,0
uvig_42995.fasta,24.68,0
uvig_429958.fasta,98.61,0
uvig_429959.fasta,96.62,0
uvig_430000.fasta,66.03,0
uvig_430004.fasta,49.17,0
uvig_430005.fasta,25.3,0
uvig_430014.fasta,54.41,25.32
uvig_430022.fasta,100,0
uvig_430024.fasta,75.48,11.1
uvig_430027.fasta,74.49,28.52
uvig_430034.fasta,48.12,0
uvig_430036.fasta,76.06,39.66
uvig_430042.fasta,27.22,0
uvig_430044.fasta,26.55,0
uvig_430064.fasta,18.03,0
uvig_430074.fasta,100,0
uvig_43008.fasta,54.2,0
uvig_430082.fasta,100,0
uvig_430083.fasta,95.77,0
uvig_430084.fasta,59.36,0
uvig_430086.fasta,36.65,17.82
uvig_430087.fasta,31.69,0
uvig_430089.fasta,27.9,0
uvig_430095.fasta,29.47,0
uvig_430098.fasta,19.96,0
uvig_43010.fasta,45.48,0
uvig_430117.fasta,63.74,0
uvig_430118.fasta,53.46,0
uvig_430126.fasta,49.15,0
uvig_430132.fasta,53.11,0
uvig_430140.fasta,100,11.2
uvig_430147.fasta,60.34,22.17
uvig_430148.fasta,38.65,45.27
uvig_430164.fasta,98.19,37.86
uvig_430168.fasta,82.33,0
uvig_430173.fasta,66.2,0
uvig_430176.fasta,91.11,0
uvig_430178.fasta,100,0
uvig_430187.fasta,100,0
uvig_430192.fasta,100,29.9
uvig_430195.fasta,61.03,0
uvig_430196.fasta,69.18,32.25
uvig_430198.fasta,80.39,0
uvig_430199.fasta,64.37,0
uvig_4302.fasta,20.09,0
uvig_430202.fasta,62.31,0
uvig_430206.fasta,41.29,0
uvig_430207.fasta,34.81,39.24
uvig_430209.fasta,43.33,0
uvig_430211.fasta,27.83,0
uvig_430230.fasta,9.2,0
uvig_430238.fasta,100,26.11
uvig_430247.fasta,76.67,0
uvig_430250.fasta,36.59,14.34
uvig_430251.fasta,38.1,0
uvig_430255.fasta,31.67,0
uvig_430272.fasta,59.62,0
uvig_430273.fasta,93.27,0
uvig_430282.fasta,58.18,45.42
uvig_430294.fasta,64.23,0
uvig_430295.fasta,30.86,0
uvig_430297.fasta,71.12,0
uvig_43031.fasta,33.52,19.94
uvig_430323.fasta,33.62,0
uvig_430325.fasta,36.54,0
uvig_430326.fasta,25.77,0
uvig_430330.fasta,17.9,0
uvig_430354.fasta,27.78,0
uvig_430358.fasta,100,0
uvig_430359.fasta,43.01,0
uvig_430361.fasta,26.96,25.05
uvig_430367.fasta,100,17.3
uvig_430369.fasta,71.03,43.33
uvig_430372.fasta,71.47,15.57
uvig_430379.fasta,33.09,36.18
uvig_43038.fasta,100,0
uvig_430383.fasta,37.23,0
uvig_430401.fasta,100,0
uvig_430417.fasta,50.8,0
uvig_430420.fasta,19.53,0
uvig_430421.fasta,26.87,0
uvig_430439.fasta,79.1,0
uvig_430456.fasta,39.29,0
uvig_430457.fasta,43.21,0
uvig_430458.fasta,56.85,0
uvig_430462.fasta,36.49,0
uvig_430463.fasta,22.79,0
uvig_430473.fasta,100,0
uvig_430479.fasta,100,0
uvig_430482.fasta,81.56,0
uvig_430488.fasta,79.22,0
uvig_430489.fasta,30.15,35.9
uvig_430495.fasta,38.32,0
uvig_430498.fasta,29.5,0
uvig_4305.fasta,24.17,0
uvig_430501.fasta,100,0
uvig_430502.fasta,51.47,0
uvig_430504.fasta,21.13,0
uvig_430505.fasta,19.12,0
uvig_430509.fasta,87.14,28.55
uvig_430511.fasta,95.9,20.42
uvig_430514.fasta,90.15,0
uvig_430517.fasta,45.36,0
uvig_430518.fasta,22.93,0
uvig_430523.fasta,25.6,0
uvig_430536.fasta,98.69,0
uvig_430538.fasta,92.52,0
uvig_430539.fasta,40.42,0
uvig_430541.fasta,97.45,0
uvig_430548.fasta,100,25.63
uvig_430549.fasta,100,21.37
uvig_430551.fasta,22.97,0
uvig_430552.fasta,59.5,0
uvig_430553.fasta,76.7,0
uvig_430555.fasta,60.4,0
uvig_430575.fasta,30.44,0
uvig_430576.fasta,90.25,0
uvig_430577.fasta,78.87,25.04
uvig_430590.fasta,84.15,11.62
uvig_430591.fasta,54.41,0
uvig_430594.fasta,28.16,0
uvig_430595.fasta,4.49,0
uvig_430606.fasta,80.78,23.71
uvig_430608.fasta,90.94,0
uvig_430609.fasta,100,41.95
uvig_430613.fasta,28.7,0
uvig_430622.fasta,21.33,0
uvig_430634.fasta,33.48,0
uvig_430640.fasta,100,0
uvig_430672.fasta,100,19.86
uvig_430673.fasta,60.91,32.79
uvig_430674.fasta,94.92,23.14
uvig_430680.fasta,100,0
uvig_430682.fasta,34.78,0
uvig_430687.fasta,100,24.91
uvig_430689.fasta,100,27.48
uvig_430691.fasta,95.02,0
uvig_43070.fasta,83.54,15.95
uvig_430700.fasta,57.1,29.16
uvig_430701.fasta,59.92,0
uvig_430703.fasta,33.2,0
uvig_430709.fasta,27.98,0
uvig_430710.fasta,28.34,0
uvig_43072.fasta,23.28,0
uvig_430738.fasta,42.2,0
uvig_430761.fasta,37.46,0
uvig_430762.fasta,39.63,0
uvig_430765.fasta,32.91,0
uvig_43077.fasta,24.42,0
uvig_430774.fasta,12.43,0
uvig_430786.fasta,90.23,0
uvig_430791.fasta,40.81,0
uvig_430797.fasta,42.54,27.84
uvig_430802.fasta,89.7,0
uvig_430806.fasta,100,27.38
uvig_430819.fasta,36.61,0
uvig_430821.fasta,56.75,0
uvig_430823.fasta,28.06,0
uvig_430825.fasta,38.17,0
uvig_430826.fasta,40.7,0
uvig_430830.fasta,23.27,0
uvig_430849.fasta,94.53,0
uvig_43085.fasta,84.47,0
uvig_430854.fasta,100,18.42
uvig_43086.fasta,100,0
uvig_430860.fasta,95.2,0
uvig_430865.fasta,50.48,28.5
uvig_43087.fasta,68.02,0
uvig_43088.fasta,84.62,0
uvig_43089.fasta,52.06,0
uvig_430890.fasta,33.31,0
uvig_43090.fasta,55.17,0
uvig_430901.fasta,97.24,0
uvig_430904.fasta,80.35,0
uvig_430907.fasta,34.85,0
uvig_430909.fasta,43.56,0
uvig_43091.fasta,47.86,24.53
uvig_430910.fasta,40.01,0
uvig_43092.fasta,97.08,0
uvig_430924.fasta,66.26,0
uvig_43093.fasta,99.78,5.17
uvig_430938.fasta,0,0
uvig_430939.fasta,100,28.78
uvig_430947.fasta,56.02,0
uvig_43095.fasta,70.03,0
uvig_430957.fasta,40.08,0
uvig_430960.fasta,45.11,0
uvig_430965.fasta,22.36,0
uvig_43097.fasta,26.15,0
uvig_43098.fasta,19.37,0
uvig_430987.fasta,63.33,0
uvig_430988.fasta,7.93,0
uvig_430990.fasta,9.21,0
uvig_430995.fasta,0,0
uvig_431.fasta,38.54,52.66
uvig_431012.fasta,100,0
uvig_431013.fasta,80.95,0
uvig_431017.fasta,65.64,0
uvig_431021.fasta,32.74,0
uvig_431026.fasta,64.98,0
uvig_431043.fasta,100,0
uvig_431045.fasta,52.71,0
uvig_431049.fasta,46.06,0
uvig_431053.fasta,57.8,0
uvig_431088.fasta,50.77,0
uvig_43109.fasta,20.07,0
uvig_431090.fasta,87.57,0
uvig_431091.fasta,97.4,0
uvig_43110.fasta,19.82,0
uvig_431107.fasta,100,0
uvig_431114.fasta,100,0
uvig_431115.fasta,74.81,12.97
uvig_431116.fasta,74.81,0
uvig_431118.fasta,100,0
uvig_431119.fasta,71.41,0
uvig_431125.fasta,41.88,0
uvig_431127.fasta,33.08,0
uvig_431129.fasta,25.13,0
uvig_43115.fasta,25.05,0
uvig_431157.fasta,87.47,0
uvig_431161.fasta,100,0
uvig_431163.fasta,23.98,28.69
uvig_431164.fasta,96.87,22.24
uvig_431165.fasta,51.45,0
uvig_431169.fasta,100,0
uvig_431171.fasta,100,28.77
uvig_431173.fasta,100,19.22
uvig_431176.fasta,100,41.08
uvig_431177.fasta,100,15.85
uvig_431178.fasta,76.75,0
uvig_43118.fasta,0,0
uvig_431182.fasta,83.33,0
uvig_431183.fasta,53.88,37.06
uvig_431184.fasta,55.06,37.11
uvig_431186.fasta,53.12,0
uvig_431192.fasta,39.27,0
uvig_431194.fasta,43.35,0
uvig_431198.fasta,25.13,0
uvig_431220.fasta,78.75,0
uvig_431223.fasta,100,0
uvig_431232.fasta,100,11.8
uvig_431233.fasta,100,20.51
uvig_431239.fasta,100,0
uvig_431250.fasta,26.65,26.09
uvig_431254.fasta,29.12,0
uvig_431283.fasta,51.41,52.56
uvig_431330.fasta,30.23,0
uvig_431337.fasta,53.75,0
uvig_431345.fasta,89.42,25.49
uvig_431347.fasta,80.89,0
uvig_431348.fasta,64.19,37.8
uvig_431352.fasta,57.33,0
uvig_431357.fasta,52.98,0
uvig_431363.fasta,27.58,0
uvig_431369.fasta,24.7,0
uvig_431371.fasta,23.25,0
uvig_431402.fasta,47.89,0
uvig_431418.fasta,100,5.26
uvig_431420.fasta,100,0
uvig_431421.fasta,88.64,12.82
uvig_431424.fasta,27.18,0
uvig_431452.fasta,56.92,25.49
uvig_431456.fasta,69,39.5
uvig_431460.fasta,70.3,0
uvig_431481.fasta,9.25,27.49
uvig_431485.fasta,100,0
uvig_431491.fasta,89.96,0
uvig_431536.fasta,100,0
uvig_431544.fasta,100,0
uvig_431547.fasta,87.54,22.78
uvig_431548.fasta,55.18,5.86
uvig_431549.fasta,100,24.66
uvig_431550.fasta,81.08,0
uvig_431551.fasta,100,0
uvig_431553.fasta,22.09,0
uvig_431560.fasta,21.83,0
uvig_431561.fasta,19.7,0
uvig_431574.fasta,100,10.85
uvig_431576.fasta,62.09,14.31
uvig_431577.fasta,72.88,0
uvig_431587.fasta,35.56,0
uvig_431589.fasta,30.16,0
uvig_431591.fasta,30.5,0
uvig_431593.fasta,26.13,0
uvig_431606.fasta,37.74,0
uvig_431611.fasta,91.91,0
uvig_431621.fasta,79.66,20.61
uvig_431623.fasta,89.65,0
uvig_431627.fasta,55.53,0
uvig_431629.fasta,48.17,0
uvig_431659.fasta,84.78,19.9
uvig_43166.fasta,100,0
uvig_431660.fasta,100,17.99
uvig_431662.fasta,84,0
uvig_431674.fasta,35.37,0
uvig_431677.fasta,21.48,0
uvig_431678.fasta,17.67,0
uvig_43169.fasta,100,8.08
uvig_431694.fasta,100,10.37
uvig_431699.fasta,25.14,0
uvig_43170.fasta,93.91,0
uvig_431711.fasta,95.75,0
uvig_431719.fasta,43.04,0
uvig_43172.fasta,100,13.44
uvig_431720.fasta,53.94,0
uvig_431726.fasta,34.85,0
uvig_43174.fasta,63.22,0
uvig_431753.fasta,58.12,0
uvig_431755.fasta,61.21,0
uvig_43176.fasta,91.88,19.11
uvig_431762.fasta,43.4,11.42
uvig_431763.fasta,35.16,0
uvig_431767.fasta,57.74,0
uvig_431768.fasta,100,20.14
uvig_431770.fasta,100,32.44
uvig_431772.fasta,79.66,0
uvig_431775.fasta,68.79,0
uvig_43178.fasta,100,29.6
uvig_431784.fasta,35.25,0
uvig_431789.fasta,94.36,0
uvig_431790.fasta,75.29,0
uvig_431798.fasta,100,25.35
uvig_4318.fasta,20.64,0
uvig_43180.fasta,96.64,0
uvig_431800.fasta,96.95,0
uvig_431802.fasta,64.26,0
uvig_431803.fasta,60.49,0
uvig_431804.fasta,56.15,0
uvig_431817.fasta,24.33,51.4
uvig_431818.fasta,100,6.93
uvig_431819.fasta,39.75,0
uvig_431820.fasta,48.78,0
uvig_431823.fasta,23.41,0
uvig_431834.fasta,100,17.6
uvig_431835.fasta,83.47,0
uvig_431838.fasta,31.24,0
uvig_431840.fasta,66.69,16.22
uvig_431841.fasta,38.05,0
uvig_431844.fasta,28.33,0
uvig_43185.fasta,72.92,6.79
uvig_431854.fasta,100,0
uvig_431855.fasta,100,0
uvig_431883.fasta,100,0
uvig_431884.fasta,100,0
uvig_431885.fasta,100,0
uvig_431887.fasta,100,27.89
uvig_431888.fasta,100,38.83
uvig_43190.fasta,47.46,0
uvig_431900.fasta,100,0
uvig_431903.fasta,100,0
uvig_431911.fasta,61.65,0
uvig_431920.fasta,38.69,0
uvig_431928.fasta,43.07,11.42
uvig_431931.fasta,46.28,0
uvig_431936.fasta,44.13,0
uvig_431939.fasta,26.98,0
uvig_43194.fasta,94.64,6.7
uvig_431940.fasta,42.54,0
uvig_43195.fasta,60.27,0
uvig_431951.fasta,20.8,0
uvig_431958.fasta,15.72,0
uvig_43196.fasta,37.02,0
uvig_43197.fasta,73.79,23.28
uvig_431997.fasta,36.81,0
uvig_432.fasta,100,17.97
uvig_43200.fasta,73.87,9.71
uvig_432021.fasta,91.9,17.37
uvig_43203.fasta,22.42,0
uvig_432048.fasta,56.88,23.4
uvig_432051.fasta,62.98,0
uvig_432054.fasta,100,24.79
uvig_432057.fasta,23.93,66.64
uvig_432075.fasta,18.74,0
uvig_43208.fasta,18.02,0
uvig_43209.fasta,52.81,34.28
uvig_432096.fasta,100,0
uvig_43210.fasta,66.33,0
uvig_432115.fasta,31.38,0
uvig_432121.fasta,100,19.41
uvig_432126.fasta,18.72,0
uvig_432128.fasta,66.34,0
uvig_432130.fasta,10.58,25.76
uvig_432133.fasta,32.61,0
uvig_432136.fasta,39.65,0
uvig_432137.fasta,36.54,0
uvig_432140.fasta,25.35,0
uvig_432141.fasta,27.29,0
uvig_43215.fasta,73.64,0
uvig_432154.fasta,24.79,0
uvig_432156.fasta,69.83,0
uvig_432158.fasta,99.4,18.6
uvig_432159.fasta,8.98,43.31
uvig_43216.fasta,40.75,0
uvig_432161.fasta,29.24,0
uvig_432172.fasta,60.91,19.71
uvig_432175.fasta,100,8.15
uvig_432177.fasta,100,4.76
uvig_432179.fasta,100,0
uvig_43218.fasta,32.16,17.84
uvig_432186.fasta,82.96,17.55
uvig_432188.fasta,39.49,31.56
uvig_43219.fasta,34.62,0
uvig_432191.fasta,90.77,0
uvig_432193.fasta,79.01,19.01
uvig_432195.fasta,70.26,0
uvig_432196.fasta,58.86,34.18
uvig_432200.fasta,34.02,0
uvig_432201.fasta,44.23,0
uvig_432207.fasta,29.2,0
uvig_432208.fasta,22.03,0
uvig_43221.fasta,47.42,0
uvig_43223.fasta,40.86,0
uvig_432237.fasta,100,0
uvig_432240.fasta,100,11.08
uvig_432243.fasta,87.03,35.81
uvig_432245.fasta,100,13.13
uvig_432246.fasta,100,6.17
uvig_432254.fasta,89.03,0
uvig_432258.fasta,44.4,0
uvig_432263.fasta,45.86,20.24
uvig_432268.fasta,33,0
uvig_43227.fasta,34.24,0
uvig_43228.fasta,32.36,0
uvig_43229.fasta,48.79,0
uvig_432307.fasta,32.33,0
uvig_432309.fasta,85.64,0
uvig_43231.fasta,29.25,36.69
uvig_43232.fasta,42.37,0
uvig_43233.fasta,15.26,45.45
uvig_432351.fasta,24.67,22.45
uvig_432353.fasta,51.72,0
uvig_432354.fasta,100,0
uvig_432355.fasta,62.31,0
uvig_432361.fasta,100,0
uvig_432362.fasta,100,30.66
uvig_432363.fasta,100,0
uvig_432364.fasta,100,53.15
uvig_432365.fasta,100,34.04
uvig_432367.fasta,28.54,0
uvig_43237.fasta,13.56,0
uvig_432372.fasta,67.51,0
uvig_432376.fasta,26.59,34.38
uvig_432381.fasta,24.02,32.54
uvig_432384.fasta,34.93,0
uvig_432386.fasta,29.41,0
uvig_432397.fasta,84.06,0
uvig_43240.fasta,13.33,0
uvig_432403.fasta,44.53,11.24
uvig_432404.fasta,90.64,0
uvig_432406.fasta,66.62,0
uvig_432408.fasta,100,0
uvig_432417.fasta,46.02,0
uvig_43244.fasta,71.8,0
uvig_432446.fasta,94.94,0
uvig_432464.fasta,100,17.23
uvig_432466.fasta,80.34,0
uvig_432469.fasta,100,13.98
uvig_432471.fasta,99.52,0
uvig_432482.fasta,48.66,0
uvig_432517.fasta,53.79,0
uvig_432519.fasta,62.21,0
uvig_432520.fasta,52.72,0
uvig_432521.fasta,17.4,0
uvig_432522.fasta,28.96,0
uvig_432527.fasta,100,18.95
uvig_432529.fasta,73.73,0
