"","Accession","bac.host","total.ParS.hits","pos.ParS.hit"
"8960","MN369738","Pseudomonadota",0,0
"8961","MN369739","Pseudomonadota",0,0
"8962","MN369740","Pseudomonadota",0,0
"8963","MN369741","Pseudomonadota",0,0
"8964","MN369742","Pseudomonadota",0,0
"8965","MN369743","Pseudomonadota",0,0
"8966","MN369744","Pseudomonadota",0,0
"8967","MN369745","Pseudomonadota",0,0
"8968","MN369746","Pseudomonadota",0,0
"8969","MN369747","Pseudomonadota",0,0
"8970","MN369748","Pseudomonadota",0,0
"8971","MN369749","Pseudomonadota",0,0
"8972","MN369750","Pseudomonadota",0,0
"8973","MN369751","Pseudomonadota",0,0
"8974","MN369752","Pseudomonadota",0,0
"8975","MN369753","Pseudomonadota",0,0
"8976","MN369754","Pseudomonadota",0,0
"8977","MN369755","Pseudomonadota",0,0
"8978","MN369756","Pseudomonadota",0,0
"8979","MN369757","Pseudomonadota",0,0
"8980","MN369758","Pseudomonadota",0,0
"8981","MN369759","Pseudomonadota",0,0
"8982","MN369760","Pseudomonadota",0,0
"8983","MN369761","Pseudomonadota",0,0
"8984","MN369762","Pseudomonadota",0,0
"8985","MN369763","Pseudomonadota",0,0
"8986","MN369764","Pseudomonadota",0,0
"8987","MN369765","Pseudomonadota",0,0
"8988","MN369766","Pseudomonadota",0,0
"8989","MN379460","Actinomycetota",0,0
"8990","MN379461","Actinomycetota",0,0
"8991","MN379739","Actinomycetota",0,0
"8992","MN379740","Actinomycetota",0,0
"8993","MN379832","Actinomycetota",0,0
"8994","MN380459","Actinomycetota",0,0
"8995","MN384978","Actinomycetota",0,0
"8996","MN384979","Actinomycetota",0,0
"8997","MN393078","Actinomycetota",0,0
"8998","MN393079","Actinomycetota",0,0
"8999","MN395284","Actinomycetota",0,0
"9000","MN395285","Actinomycetota",0,0
"9001","MN395286","Actinomycetota",0,0
"9002","MN395291","Actinomycetota",0,0
"9003","MN399336","Actinomycetota",0,0
"9004","MN402506","Actinomycetota",0,0
"9005","MN414250","Actinomycetota",0,0
"9006","MN417334","Pseudomonadota",0,0
"9007","MN419153","Actinomycetota",0,0
"9008","MN428047","Pseudomonadota",0,0
"9009","MN428048","Pseudomonadota",0,0
"9010","MN428049","Pseudomonadota",0,0
"9011","MN428050","Pseudomonadota",0,0
"9012","MN428051","Pseudomonadota",0,0
"9013","MN428052","Pseudomonadota",0,0
"9014","MN428053","Pseudomonadota",0,0
"9015","MN428054","Pseudomonadota",0,0
"9016","MN428055","Pseudomonadota",0,0
"9017","MN428056","Pseudomonadota",0,0
"9018","MN428057","Pseudomonadota",0,0
"9019","MN428058","Pseudomonadota",0,0
"9020","MN428059","Pseudomonadota",0,0
"9021","MN428060","Pseudomonadota",0,0
"9022","MN428061","Pseudomonadota",0,0
"9023","MN428062","Pseudomonadota",0,0
"9024","MN428063","Pseudomonadota",0,0
"9025","MN428064","Pseudomonadota",0,0
"9026","MN428065","Pseudomonadota",0,0
"9027","MN428066","Pseudomonadota",0,0
"9028","MN433707","Actinomycetota",0,0
"9029","MN434092","Actinomycetota",0,0
"9030","MN434093","Actinomycetota",0,0
"9031","MN434094","Actinomycetota",0,0
"9032","MN434095","Actinomycetota",0,0
"9033","MN434096","Actinomycetota",0,0
"9034","MN444868","Pseudomonadota",0,0
"9035","MN444869","Pseudomonadota",0,0
"9036","MN444870","Pseudomonadota",0,0
"9037","MN444871","Pseudomonadota",0,0
"9038","MN444872","Pseudomonadota",0,0
"9039","MN444873","Pseudomonadota",0,0
"9040","MN444874","Pseudomonadota",0,0
"9041","MN444875","Pseudomonadota",0,0
"9042","MN444876","Pseudomonadota",0,0
"9043","MN444877","Pseudomonadota",1,1
"9044","MN444878","Pseudomonadota",0,0
"9045","MN445182","Actinomycetota",0,0
"9046","MN445183","Actinomycetota",0,0
"9047","MN445184","Actinomycetota",0,0
"9048","MN445185","Actinomycetota",0,0
"9049","MN450150","Actinomycetota",0,0
"9050","MN453779","Actinomycetota",0,0
"9051","MN461279","Actinomycetota",0,0
"9052","MN478376","Actinomycetota",0,0
"9053","MN478483","Actinomycetota",0,0
"9054","MN481365","Actinomycetota",0,0
"9055","MN481366","Actinomycetota",0,0
"9056","MN481367","Actinomycetota",0,0
"9057","MN484599","Pseudomonadota",0,0
"9058","MN484600","Pseudomonadota",0,0
"9059","MN484601","Pseudomonadota",0,0
"9060","MN497414","Actinomycetota",0,0
"9061","MN497415","Actinomycetota",0,0
"9062","MN497953","Pseudomonadota",0,0
"9063","MN497954","Pseudomonadota",0,0
"9064","MN504636","Actinomycetota",0,0
"9065","MN505213","Actinomycetota",0,0
"9066","MN508356","Actinomycetota",0,0
"9067","MN508614","Actinomycetota",0,0
"9068","MN508615","Actinomycetota",0,0
"9069","MN508616","Actinomycetota",0,0
"9070","MN508617","Actinomycetota",0,0
"9071","MN508618","Actinomycetota",0,0
"9072","MN508619","Actinomycetota",0,0
"9073","MN508620","Actinomycetota",0,0
"9074","MN508621","Actinomycetota",0,0
"9075","MN508622","Actinomycetota",0,0
"9076","MN508623","Actinomycetota",0,0
"9077","MN508624","Actinomycetota",0,0
"9078","MN508817","Actinomycetota",0,0
"9079","MN509793","Actinomycetota",0,0
"9080","MN510331","Actinomycetota",0,0
"9081","MN512538","Actinomycetota",0,0
"9082","MN516421","Actinomycetota",0,0
"9083","MN516422","Actinomycetota",0,0
"9084","MN518139","Actinomycetota",0,0
"9085","MN518893","Actinomycetota",0,0
"9086","MN518894","Actinomycetota",0,0
"9087","MN524844","Pseudomonadota",0,0
"9088","MN524845","Pseudomonadota",0,0
"9089","MN528768","Pseudomonadota",0,0
"9090","MN530981","Pseudomonadota",0,0
"9091","MN534315","Pseudomonadota",0,0
"9092","MN534316","Pseudomonadota",0,0
"9093","MN534319","Pseudomonadota",0,0
"9094","MN534320","Pseudomonadota",0,0
"9095","MN536023","Actinomycetota",0,0
"9096","MN536026","Actinomycetota",0,0
"9097","MN536027","Actinomycetota",0,0
"9098","MN545971","Actinomycetota",0,0
"9099","MN549360","Actinomycetota",0,0
"9100","MN549361","Actinomycetota",0,0
"9101","MN552143","Pseudomonadota",0,0
"9102","MN552144","Pseudomonadota",0,0
"9103","MN552145","Pseudomonadota",0,0
"9104","MN552146","Pseudomonadota",0,0
"9105","MN552147","Pseudomonadota",0,0
"9106","MN552148","Pseudomonadota",0,0
"9107","MN552149","Pseudomonadota",0,0
"9108","MN552150","Pseudomonadota",0,0
"9109","MN553583","Actinomycetota",0,0
"9110","MN553584","Actinomycetota",0,0
"9111","MN553585","Actinomycetota",0,0
"9112","MN553586","Actinomycetota",0,0
"9113","MN553587","Actinomycetota",0,0
"9114","MN553588","Actinomycetota",0,0
"9115","MN553589","Actinomycetota",0,0
"9116","MN562221","Actinomycetota",0,0
"9117","MN562749","Actinomycetota",0,0
"9118","MN563783","Actinomycetota",0,0
"9119","MN563784","Actinomycetota",0,0
"9120","MN563785","Actinomycetota",0,0
"9121","MN563793","Actinomycetota",0,0
"9122","MN564818","Actinomycetota",0,0
"9123","MN580668","Actinomycetota",0,0
"9124","MN584918","Actinomycetota",0,0
"9125","MN585130","Actinomycetota",0,0
"9126","MN585195","Actinomycetota",0,0
"9127","MN585963","Pseudomonadota",0,0
"9128","MN585964","Pseudomonadota",0,0
"9129","MN585965","Pseudomonadota",0,0
"9130","MN585966","Pseudomonadota",0,0
"9131","MN585967","Pseudomonadota",0,0
"9132","MN585968","Pseudomonadota",0,0
"9133","MN585969","Pseudomonadota",0,0
"9134","MN585970","Pseudomonadota",0,0
"9135","MN585971","Pseudomonadota",0,0
"9136","MN585972","Pseudomonadota",0,0
"9137","MN585973","Pseudomonadota",0,0
"9138","MN585974","Pseudomonadota",0,0
"9139","MN585975","Pseudomonadota",0,0
"9140","MN585976","Pseudomonadota",0,0
"9141","MN585977","Pseudomonadota",0,0
"9142","MN585978","Pseudomonadota",0,0
"9143","MN585979","Pseudomonadota",0,0
"9144","MN585980","Pseudomonadota",1,1
"9145","MN585981","Pseudomonadota",0,0
"9146","MN585982","Pseudomonadota",0,0
"9147","MN585983","Pseudomonadota",0,0
"9148","MN585984","Pseudomonadota",0,0
"9149","MN585985","Pseudomonadota",0,0
"9150","MN585986","Pseudomonadota",1,1
"9151","MN585987","Pseudomonadota",0,0
"9152","MN585988","Pseudomonadota",0,0
"9153","MN585989","Pseudomonadota",0,0
"9154","MN585990","Pseudomonadota",0,0
"9155","MN585991","Pseudomonadota",0,0
"9156","MN585992","Pseudomonadota",0,0
"9157","MN585993","Pseudomonadota",0,0
"9158","MN585994","Pseudomonadota",0,0
"9159","MN585995","Pseudomonadota",0,0
"9160","MN585996","Pseudomonadota",0,0
"9161","MN585997","Pseudomonadota",0,0
"9162","MN585998","Pseudomonadota",0,0
"9163","MN585999","Pseudomonadota",0,0
"9164","MN586000","Pseudomonadota",0,0
"9165","MN586001","Pseudomonadota",0,0
"9166","MN586002","Pseudomonadota",0,0
"9167","MN586003","Pseudomonadota",0,0
"9168","MN586004","Pseudomonadota",0,0
"9169","MN586005","Pseudomonadota",0,0
"9170","MN586006","Pseudomonadota",0,0
"9171","MN586007","Pseudomonadota",1,1
"9172","MN586008","Pseudomonadota",0,0
"9173","MN586009","Pseudomonadota",0,0
"9174","MN586010","Pseudomonadota",0,0
"9175","MN586011","Pseudomonadota",0,0
"9176","MN586012","Pseudomonadota",0,0
"9177","MN586013","Pseudomonadota",0,0
"9178","MN586014","Pseudomonadota",0,0
"9179","MN586015","Pseudomonadota",0,0
"9180","MN586016","Pseudomonadota",0,0
"9181","MN586017","Pseudomonadota",0,0
"9182","MN586018","Pseudomonadota",0,0
"9183","MN586019","Pseudomonadota",0,0
"9184","MN586020","Pseudomonadota",0,0
"9185","MN586021","Pseudomonadota",1,1
"9186","MN586022","Pseudomonadota",0,0
"9187","MN586023","Pseudomonadota",0,0
"9188","MN586024","Pseudomonadota",0,0
"9189","MN586025","Pseudomonadota",0,0
"9190","MN586026","Pseudomonadota",0,0
"9191","MN586027","Pseudomonadota",0,0
"9192","MN586028","Pseudomonadota",0,0
"9193","MN586029","Pseudomonadota",0,0
"9194","MN586030","Pseudomonadota",0,0
"9195","MN586031","Pseudomonadota",0,0
"9196","MN586032","Pseudomonadota",0,0
"9197","MN586033","Pseudomonadota",0,0
"9198","MN586034","Pseudomonadota",0,0
"9199","MN586035","Pseudomonadota",0,0
"9200","MN586036","Pseudomonadota",0,0
"9201","MN586037","Pseudomonadota",0,0
"9202","MN586038","Pseudomonadota",0,0
"9203","MN586039","Pseudomonadota",0,0
"9204","MN586040","Pseudomonadota",0,0
"9205","MN586041","Pseudomonadota",0,0
"9206","MN586042","Pseudomonadota",0,0
"9207","MN586043","Pseudomonadota",0,0
"9208","MN586044","Pseudomonadota",0,0
"9209","MN586045","Pseudomonadota",0,0
"9210","MN586046","Pseudomonadota",0,0
"9211","MN586047","Pseudomonadota",0,0
"9212","MN586048","Pseudomonadota",0,0
"9213","MN586049","Pseudomonadota",0,0
"9214","MN586050","Pseudomonadota",0,0
"9215","MN586051","Pseudomonadota",0,0
"9216","MN586052","Pseudomonadota",0,0
"9217","MN586053","Pseudomonadota",0,0
"9218","MN586054","Pseudomonadota",0,0
"9219","MN586055","Pseudomonadota",0,0
"9220","MN586056","Pseudomonadota",0,0
"9221","MN586057","Pseudomonadota",0,0
"9222","MN586058","Pseudomonadota",0,0
"9223","MN586059","Pseudomonadota",1,1
"9224","MN586060","Pseudomonadota",0,0
"9225","MN586061","Pseudomonadota",0,0
"9226","MN586062","Pseudomonadota",0,0
"9227","MN586063","Pseudomonadota",0,0
"9228","MN592896","Actinomycetota",0,0
"9229","MN592897","Actinomycetota",0,0
"9230","MN602045","Actinomycetota",0,0
"9231","MN602881","Actinomycetota",0,0
"9232","MN604053","Actinomycetota",0,0
"9233","MN604230","Pseudomonadota",0,0
"9234","MN604238","Actinomycetota",0,0
"9235","MN604239","Actinomycetota",0,0
"9236","MN604407","Actinomycetota",0,0
"9237","MN604698","Pseudomonadota",0,0
"9238","MN614471","Actinomycetota",0,0
"9239","MN615698","Actinomycetota",0,0
"9240","MN615699","Actinomycetota",0,0
"9241","MN615700","Actinomycetota",0,0
"9242","MN615701","Actinomycetota",0,0
"9243","MN615702","Actinomycetota",0,0
"9244","MN617773","Actinomycetota",0,0
"9245","MN617840","Pseudomonadota",0,0
"9246","MN617841","Pseudomonadota",0,0
"9247","MN617842","Pseudomonadota",0,0
"9248","MN617843","Pseudomonadota",0,0
"9249","MN617844","Pseudomonadota",0,0
"9250","MN617845","Pseudomonadota",0,0
"9251","MN642089","Actinomycetota",0,0
"9252","MN648195","Actinomycetota",0,0
"9253","MN648445","Actinomycetota",0,0
"9254","MN651570","Actinomycetota",0,0
"9255","MN655998","Actinomycetota",0,0
"9256","MN656993","Actinomycetota",0,0
"9257","MN662249","Actinomycetota",0,0
"9258","MN685189","Actinomycetota",0,0
"9259","MN685190","Actinomycetota",0,0
"9260","MN685191","Actinomycetota",0,0
"9261","MN688132","Actinomycetota",0,0
"9262","MN689503","Pseudomonadota",0,0
"9263","MN689504","Pseudomonadota",0,0
"9264","MN689505","Pseudomonadota",0,0
"9265","MN689506","Pseudomonadota",0,0
"9266","MN689507","Pseudomonadota",0,0
"9267","MN689508","Pseudomonadota",0,0
"9268","MN689509","Pseudomonadota",0,0
"9269","MN689510","Pseudomonadota",0,0
"9270","MN689511","Pseudomonadota",0,0
"9271","MN689512","Pseudomonadota",0,0
"9272","MN689513","Pseudomonadota",0,0
"9273","MN689514","Pseudomonadota",0,0
"9274","MN689515","Pseudomonadota",0,0
"9275","MN689516","Pseudomonadota",0,0
"9276","MN689517","Pseudomonadota",0,0
"9277","MN689518","Pseudomonadota",0,0
"9278","MN689519","Pseudomonadota",0,0
"9279","MN689520","Pseudomonadota",0,0
"9280","MN689521","Pseudomonadota",0,0
"9281","MN689522","Pseudomonadota",0,0
"9282","MN689523","Pseudomonadota",0,0
"9283","MN689524","Pseudomonadota",0,0
"9284","MN689525","Pseudomonadota",0,0
"9285","MN689526","Pseudomonadota",0,0
"9286","MN689527","Pseudomonadota",0,0
"9287","MN689528","Pseudomonadota",0,0
"9288","MN689529","Pseudomonadota",0,0
"9289","MN689530","Pseudomonadota",0,0
"9290","MN689531","Pseudomonadota",0,0
"9291","MN689532","Pseudomonadota",0,0
"9292","MN689778","Actinomycetota",0,0
"9293","MN689779","Actinomycetota",0,0
"9294","MN690600","Actinomycetota",0,0
"9295","MN692199","Actinomycetota",0,0
"9296","MN692200","Actinomycetota",0,0
"9297","MN692672","Actinomycetota",0,0
"9298","MN692673","Actinomycetota",0,0
"9299","MN695334","Pseudomonadota",0,0
"9300","MN695335","Pseudomonadota",0,0
"9301","MN698239","Actinomycetota",0,0
"9302","MN698240","Actinomycetota",0,0
"9303","MN698241","Actinomycetota",1,1
"9304","MN698242","Actinomycetota",0,0
"9305","MN698243","Actinomycetota",0,0
"9306","MN698244","Actinomycetota",0,0
"9307","MN698245","Actinomycetota",0,0
"9308","MN698246","Actinomycetota",0,0
"9309","MN698247","Actinomycetota",0,0
"9310","MN698248","Actinomycetota",0,0
"9311","MN703405","Pseudomonadota",0,0
"9312","MN703406","Pseudomonadota",0,0
"9313","MN703407","Pseudomonadota",0,0
"9314","MN703408","Pseudomonadota",0,0
"9315","MN703409","Pseudomonadota",0,0
"9316","MN703410","Pseudomonadota",0,0
"9317","MN703411","Pseudomonadota",0,0
"9318","MN703412","Pseudomonadota",0,0
"9319","MN703413","Pseudomonadota",0,0
"9320","MN703414","Pseudomonadota",0,0
"9321","MN703415","Pseudomonadota",0,0
"9322","MN709127","Actinomycetota",0,0
"9323","MN709128","Actinomycetota",0,0
"9324","MN710383","Actinomycetota",0,0
"9325","MN715150","Actinomycetota",0,0
"9326","MN715356","Actinomycetota",0,0
"9327","MN716856","Actinomycetota",0,0
"9328","MN718199","Actinomycetota",0,0
"9329","MN718463","Pseudomonadota",0,0
"9330","MN719123","Actinomycetota",0,0
"9331","MN722429","Actinomycetota",0,0
"9332","MN723850","Actinomycetota",0,0
"9333","MN727882","Pseudomonadota",0,0
"9334","MN728683","Pseudomonadota",0,0
"9335","MN728684","Pseudomonadota",0,0
"9336","MN729595","Actinomycetota",0,0
"9337","MN729596","Actinomycetota",0,0
"9338","MN729597","Actinomycetota",0,0
"9339","MN729598","Actinomycetota",0,0
"9340","MN729599","Actinomycetota",0,0
"9341","MN729600","Actinomycetota",0,0
"9342","MN732867","Actinomycetota",0,0
"9343","MN732883","Actinomycetota",0,0
"9344","MN732896","Pseudomonadota",0,0
"9345","MN734436","Actinomycetota",0,0
"9346","MN734437","Actinomycetota",0,0
"9347","MN734438","Actinomycetota",0,0
"9348","MN734439","Actinomycetota",0,0
"9349","MN735429","Pseudomonadota",0,0
"9350","MN735430","Pseudomonadota",0,0
"9351","MN735431","Pseudomonadota",0,0
"9352","MN735432","Pseudomonadota",0,0
"9353","MN735433","Pseudomonadota",0,0
"9354","MN735434","Pseudomonadota",0,0
"9355","MN735435","Pseudomonadota",0,0
"9356","MN737551","Actinomycetota",0,0
"9357","MN746332","Actinomycetota",0,0
"9358","MN781108","Actinomycetota",0,0
"9359","MN781674","Actinomycetota",0,0
"9360","MN782535","Actinomycetota",0,0
"9361","MN783016","Actinomycetota",0,0
"9362","MN788369","Actinomycetota",0,0
"9363","MN794000","Actinomycetota",0,0
"9364","MN794001","Actinomycetota",0,0
"9365","MN794002","Actinomycetota",0,0
"9366","MN794003","Actinomycetota",0,0
"9367","MN794232","Actinomycetota",0,0
"9368","MN794238","Actinomycetota",0,0
"9369","MN807240","Actinomycetota",0,0
"9370","MN807246","Pseudomonadota",0,0
"9371","MN807247","Pseudomonadota",0,0
"9372","MN807248","Pseudomonadota",0,0
"9373","MN807249","Pseudomonadota",0,0
"9374","MN807250","Pseudomonadota",0,0
"9375","MN807295","Actinomycetota",0,0
"9376","MN812203","Pseudomonadota",0,0
"9377","MN812204","Pseudomonadota",0,0
"9378","MN812205","Pseudomonadota",0,0
"9379","MN812206","Pseudomonadota",0,0
"9380","MN812207","Pseudomonadota",0,0
"9381","MN812208","Pseudomonadota",0,0
"9382","MN812209","Pseudomonadota",0,0
"9383","MN812210","Pseudomonadota",0,0
"9384","MN812211","Pseudomonadota",0,0
"9385","MN812212","Pseudomonadota",0,0
"9386","MN812213","Pseudomonadota",0,0
"9387","MN812214","Pseudomonadota",0,0
"9388","MN812215","Pseudomonadota",0,0
"9389","MN812216","Pseudomonadota",0,0
"9390","MN812217","Pseudomonadota",0,0
"9391","MN812218","Pseudomonadota",0,0
"9392","MN812219","Pseudomonadota",0,0
"9393","MN812220","Pseudomonadota",0,0
"9394","MN812221","Pseudomonadota",0,0
"9395","MN812222","Pseudomonadota",0,0
"9396","MN812223","Pseudomonadota",0,0
"9397","MN812224","Pseudomonadota",0,0
"9398","MN812225","Pseudomonadota",0,0
"9399","MN812226","Pseudomonadota",0,0
"9400","MN812227","Pseudomonadota",0,0
"9401","MN812228","Pseudomonadota",0,0
"9402","MN812229","Pseudomonadota",0,0
"9403","MN812230","Pseudomonadota",0,0
"9404","MN812231","Pseudomonadota",0,0
"9405","MN812232","Pseudomonadota",0,0
"9406","MN812233","Pseudomonadota",0,0
"9407","MN812234","Pseudomonadota",0,0
"9408","MN812235","Pseudomonadota",0,0
"9409","MN812236","Pseudomonadota",0,0
"9410","MN812237","Pseudomonadota",0,0
"9411","MN812238","Pseudomonadota",0,0
"9412","MN812239","Pseudomonadota",0,0
"9413","MN812240","Pseudomonadota",0,0
"9414","MN812241","Pseudomonadota",0,0
"9415","MN812685","Actinomycetota",0,0
"9416","MN812686","Actinomycetota",0,0
"9417","MN812687","Actinomycetota",0,0
"9418","MN812688","Actinomycetota",0,0
"9419","MN812689","Actinomycetota",0,0
"9420","MN812690","Actinomycetota",0,0
"9421","MN812691","Actinomycetota",0,0
"9422","MN812692","Actinomycetota",0,0
"9423","MN812693","Actinomycetota",0,0
"9424","MN812694","Actinomycetota",0,0
"9425","MN812722","Actinomycetota",0,0
"9426","MN813048","Actinomycetota",0,0
"9427","MN813049","Actinomycetota",0,0
"9428","MN813050","Actinomycetota",0,0
"9429","MN813051","Actinomycetota",0,0
"9430","MN813052","Actinomycetota",0,0
"9431","MN813053","Actinomycetota",0,0
"9432","MN813675","Pseudomonadota",0,0
"9433","MN813676","Pseudomonadota",0,0
"9434","MN813677","Pseudomonadota",0,0
"9435","MN813678","Pseudomonadota",0,0
"9436","MN813679","Pseudomonadota",0,0
"9437","MN813680","Pseudomonadota",1,1
"9438","MN813681","Pseudomonadota",0,0
"9439","MN813682","Pseudomonadota",0,0
"9440","MN813683","Pseudomonadota",0,0
"9441","MN813684","Pseudomonadota",0,0
"9442","MN813685","Pseudomonadota",0,0
"9443","MN813686","Pseudomonadota",0,0
"9444","MN813687","Pseudomonadota",0,0
"9445","MN813688","Pseudomonadota",0,0
"9446","MN813689","Pseudomonadota",0,0
"9447","MN813690","Pseudomonadota",0,0
"9448","MN813691","Pseudomonadota",0,0
"9449","MN813692","Pseudomonadota",0,0
"9450","MN813693","Pseudomonadota",0,0
"9451","MN813694","Pseudomonadota",0,0
"9452","MN813695","Pseudomonadota",0,0
"9453","MN813696","Pseudomonadota",0,0
"9454","MN813697","Pseudomonadota",0,0
"9455","MN813698","Pseudomonadota",0,0
"9456","MN813699","Pseudomonadota",0,0
"9457","MN813700","Pseudomonadota",0,0
"9458","MN820898","Actinomycetota",0,0
"9459","MN830252","Pseudomonadota",0,0
"9460","MN830253","Pseudomonadota",0,0
"9461","MN830254","Pseudomonadota",0,0
"9462","MN830255","Pseudomonadota",0,0
"9463","MN830256","Pseudomonadota",0,0
"9464","MN830257","Pseudomonadota",0,0
"9465","MN830258","Pseudomonadota",0,0
"9466","MN830259","Pseudomonadota",0,0
"9467","MN840485","Actinomycetota",0,0
"9468","MN840486","Actinomycetota",0,0
"9469","MN840487","Actinomycetota",0,0
"9470","MN844877","Actinomycetota",0,0
"9471","MN850564","Actinomycetota",0,0
"9472","MN850565","Actinomycetota",0,0
"9473","MN850566","Actinomycetota",0,0
"9474","MN850567","Actinomycetota",0,0
"9475","MN850568","Actinomycetota",0,0
"9476","MN850569","Actinomycetota",0,0
"9477","MN850570","Actinomycetota",0,0
"9478","MN850571","Actinomycetota",0,0
"9479","MN850572","Actinomycetota",0,0
"9480","MN850573","Actinomycetota",0,0
"9481","MN850574","Actinomycetota",0,0
"9482","MN850575","Actinomycetota",0,0
"9483","MN850576","Actinomycetota",0,0
"9484","MN850577","Actinomycetota",0,0
"9485","MN850578","Actinomycetota",0,0
"9486","MN850579","Actinomycetota",0,0
"9487","MN850580","Actinomycetota",0,0
"9488","MN850581","Actinomycetota",0,0
"9489","MN850582","Actinomycetota",0,0
"9490","MN850583","Actinomycetota",0,0
"9491","MN850584","Actinomycetota",0,0
"9492","MN850585","Actinomycetota",0,0
"9493","MN850586","Actinomycetota",0,0
"9494","MN850587","Actinomycetota",0,0
"9495","MN850588","Actinomycetota",0,0
"9496","MN850589","Actinomycetota",0,0
"9497","MN850590","Actinomycetota",0,0
"9498","MN850591","Actinomycetota",0,0
"9499","MN850592","Actinomycetota",0,0
"9500","MN850593","Actinomycetota",0,0
"9501","MN850594","Actinomycetota",0,0
"9502","MN850595","Actinomycetota",0,0
"9503","MN850596","Actinomycetota",0,0
"9504","MN850597","Actinomycetota",0,0
"9505","MN850598","Actinomycetota",0,0
"9506","MN850599","Actinomycetota",0,0
"9507","MN850600","Actinomycetota",0,0
"9508","MN850601","Actinomycetota",0,0
"9509","MN850602","Actinomycetota",0,0
"9510","MN850603","Actinomycetota",0,0
"9511","MN850604","Actinomycetota",0,0
"9512","MN850605","Actinomycetota",0,0
"9513","MN850606","Actinomycetota",0,0
"9514","MN850607","Actinomycetota",0,0
"9515","MN850608","Actinomycetota",0,0
"9516","MN850609","Actinomycetota",0,0
"9517","MN850610","Actinomycetota",0,0
"9518","MN850611","Actinomycetota",0,0
"9519","MN850612","Actinomycetota",0,0
"9520","MN850613","Actinomycetota",0,0
"9521","MN850614","Actinomycetota",0,0
"9522","MN850615","Actinomycetota",0,0
"9523","MN850616","Actinomycetota",0,0
"9524","MN850617","Actinomycetota",0,0
"9525","MN850618","Actinomycetota",0,0
"9526","MN850619","Actinomycetota",0,0
"9527","MN850620","Actinomycetota",0,0
"9528","MN850621","Actinomycetota",0,0
"9529","MN850622","Actinomycetota",0,0
"9530","MN850623","Actinomycetota",0,0
"9531","MN850624","Actinomycetota",0,0
"9532","MN850625","Actinomycetota",0,0
"9533","MN850626","Actinomycetota",0,0
"9534","MN850627","Actinomycetota",0,0
"9535","MN850628","Actinomycetota",0,0
"9536","MN850629","Actinomycetota",0,0
"9537","MN850630","Actinomycetota",0,0
"9538","MN850631","Actinomycetota",0,0
"9539","MN850632","Actinomycetota",0,0
"9540","MN850633","Actinomycetota",0,0
"9541","MN850634","Actinomycetota",0,0
"9542","MN850635","Actinomycetota",0,0
"9543","MN850636","Actinomycetota",0,0
"9544","MN850637","Actinomycetota",0,0
"9545","MN850638","Actinomycetota",0,0
"9546","MN850639","Actinomycetota",0,0
"9547","MN850640","Actinomycetota",0,0
"9548","MN850641","Actinomycetota",0,0
"9549","MN850642","Actinomycetota",0,0
"9550","MN850643","Actinomycetota",0,0
"9551","MN850644","Actinomycetota",0,0
"9552","MN850645","Actinomycetota",0,0
"9553","MN850646","Actinomycetota",0,0
"9554","MN850647","Actinomycetota",0,0
"9555","MN850648","Actinomycetota",0,0
"9556","MN850649","Actinomycetota",0,0
"9557","MN850650","Actinomycetota",0,0
"9558","MN850651","Actinomycetota",0,0
"9559","MN850656","Pseudomonadota",0,0
"9560","MN854830","Pseudomonadota",0,0
"9561","MN857473","Actinomycetota",0,0
"9562","MN857617","Pseudomonadota",0,0
"9563","MN862068","Actinomycetota",0,0
"9564","MN864145","Actinomycetota",0,0
"9565","MN864865","Actinomycetota",0,0
"9566","MN871440","Actinomycetota",0,0
"9567","MN871441","Actinomycetota",0,0
"9568","MN871442","Actinomycetota",0,0
"9569","MN871443","Pseudomonadota",0,0
"9570","MN871444","Actinomycetota",0,0
"9571","MN871445","Actinomycetota",0,0
"9572","MN871446","Actinomycetota",0,0
"9573","MN871447","Actinomycetota",0,0
"9574","MN871448","Actinomycetota",0,0
"9575","MN871449","Actinomycetota",0,0
"9576","MN871450","Actinomycetota",0,0
"9577","MN871451","Actinomycetota",0,0
"9578","MN871452","Actinomycetota",0,0
"9579","MN871453","Actinomycetota",0,0
"9580","MN871454","Actinomycetota",0,0
"9581","MN871455","Actinomycetota",0,0
"9582","MN871456","Actinomycetota",0,0
"9583","MN871457","Actinomycetota",0,0
"9584","MN871458","Actinomycetota",0,0
"9585","MN871459","Actinomycetota",0,0
"9586","MN871460","Actinomycetota",0,0
"9587","MN871461","Actinomycetota",0,0
"9588","MN871462","Actinomycetota",0,0
"9589","MN871463","Actinomycetota",0,0
"9590","MN871464","Actinomycetota",0,0
"9591","MN871465","Actinomycetota",0,0
"9592","MN871466","Actinomycetota",0,0
"9593","MN871467","Actinomycetota",0,0
"9594","MN871468","Actinomycetota",0,0
"9595","MN871469","Actinomycetota",0,0
"9596","MN871470","Actinomycetota",0,0
"9597","MN871471","Actinomycetota",0,0
"9598","MN871472","Actinomycetota",0,0
"9599","MN871473","Actinomycetota",0,0
"9600","MN871474","Actinomycetota",0,0
"9601","MN871475","Actinomycetota",0,0
"9602","MN871476","Actinomycetota",0,0
"9603","MN871478","Actinomycetota",0,0
"9604","MN871479","Actinomycetota",0,0
"9605","MN871480","Actinomycetota",0,0
"9606","MN871481","Actinomycetota",0,0
"9607","MN871482","Actinomycetota",0,0
"9608","MN871483","Actinomycetota",0,0
