"","ID","host_phage_spor","total.ParS.hits","pos.ParS.hit"
"17394","uvig_271002","Bacillota_Temp_Spor",0,0
"17395","uvig_271014","OtherPhyla_Temp_NonSpor",0,0
"17396","uvig_27107","Bacillota_Temp_Spor",0,0
"17397","uvig_27108","Bacillota_Lytic_Spor",0,0
"17398","uvig_271092","OtherPhyla_Temp_NonSpor",0,0
"17399","uvig_271093","Bacillota_Temp_Spor",0,0
"17400","uvig_271109","OtherPhyla_Temp_NonSpor",0,0
"17401","uvig_27118","OtherPhyla_Lytic_NonSpor",0,0
"17402","uvig_271182","Bacillota_Temp_Spor",0,0
"17403","uvig_271191","OtherPhyla_Lytic_NonSpor",0,0
"17404","uvig_271222","OtherPhyla_Lytic_NonSpor",0,0
"17405","uvig_27125","Bacillota_Temp_Spor",0,0
"17406","uvig_271286","Bacillota_Temp_Spor",0,0
"17407","uvig_271297","Bacillota_Temp_Spor",0,0
"17408","uvig_271340","OtherPhyla_Lytic_NonSpor",0,0
"17409","uvig_271397","Bacillota_Temp_Spor",0,0
"17410","uvig_271405","OtherPhyla_Temp_NonSpor",0,0
"17411","uvig_271463","Bacillota_Lytic_Spor",0,0
"17412","uvig_27147","Bacillota_Temp_NonSpor",0,0
"17413","uvig_27151","Bacillota_Temp_Spor",0,0
"17414","uvig_27152","OtherPhyla_Temp_NonSpor",0,0
"17415","uvig_271525","Bacillota_Temp_Spor",0,0
"17416","uvig_27153","OtherPhyla_Lytic_NonSpor",0,0
"17417","uvig_271539","Bacillota_Lytic_Spor",0,0
"17418","uvig_27154","Bacillota_Temp_Spor",0,0
"17419","uvig_271540","Bacillota_Temp_Spor",0,0
"17420","uvig_271556","OtherPhyla_Lytic_NonSpor",0,0
"17421","uvig_27158","Bacillota_Temp_Spor",0,0
"17422","uvig_271593","Bacillota_Temp_Spor",0,0
"17423","uvig_271699","Bacillota_Lytic_Spor",0,0
"17424","uvig_271713","OtherPhyla_Temp_NonSpor",0,0
"17425","uvig_271745","Bacillota_Lytic_Spor",0,0
"17426","uvig_271748","OtherPhyla_Lytic_NonSpor",0,0
"17427","uvig_271755","OtherPhyla_Temp_NonSpor",0,0
"17428","uvig_271760","Bacillota_Temp_Spor",0,0
"17429","uvig_271774","OtherPhyla_Lytic_NonSpor",0,0
"17430","uvig_271779","Bacillota_Lytic_Spor",0,0
"17431","uvig_271785","Bacillota_Lytic_Spor",0,0
"17432","uvig_271794","Bacillota_Temp_Spor",0,0
"17433","uvig_271795","OtherPhyla_Lytic_NonSpor",0,0
"17434","uvig_271800","OtherPhyla_Lytic_NonSpor",0,0
"17435","uvig_271840","OtherPhyla_Lytic_NonSpor",0,0
"17436","uvig_271846","Bacillota_Temp_Spor",0,0
"17437","uvig_271848","Bacillota_Lytic_Spor",0,0
"17438","uvig_271889","Bacillota_Lytic_Spor",0,0
"17439","uvig_271915","Bacillota_Temp_Spor",0,0
"17440","uvig_271919","Bacillota_Temp_Spor",0,0
"17441","uvig_271927","OtherPhyla_Lytic_NonSpor",0,0
"17442","uvig_271948","Bacillota_Temp_Spor",0,0
"17443","uvig_271976","OtherPhyla_Lytic_NonSpor",0,0
"17444","uvig_271978","OtherPhyla_Temp_NonSpor",0,0
"17445","uvig_272007","OtherPhyla_Lytic_NonSpor",0,0
"17446","uvig_272010","OtherPhyla_Lytic_NonSpor",0,0
"17447","uvig_272011","Bacillota_Temp_Spor",0,0
"17448","uvig_272014","Bacillota_Temp_Spor",0,0
"17449","uvig_272127","OtherPhyla_Lytic_NonSpor",0,0
"17450","uvig_272132","OtherPhyla_Lytic_NonSpor",0,0
"17451","uvig_272186","OtherPhyla_Lytic_NonSpor",0,0
"17452","uvig_272187","OtherPhyla_Lytic_NonSpor",0,0
"17453","uvig_27219","Bacillota_Lytic_Spor",0,0
"17454","uvig_272223","OtherPhyla_Lytic_NonSpor",0,0
"17455","uvig_272356","Bacillota_Temp_Spor",1,1
"17456","uvig_272366","OtherPhyla_Temp_NonSpor",0,0
"17457","uvig_272407","Bacillota_Temp_Spor",0,0
"17458","uvig_272490","Bacillota_Temp_Spor",0,0
"17459","uvig_272499","Bacillota_Temp_Spor",0,0
"17460","uvig_27252","Bacillota_Temp_Spor",0,0
"17461","uvig_272562","OtherPhyla_Temp_NonSpor",0,0
"17462","uvig_272590","Bacillota_Lytic_Spor",0,0
"17463","uvig_272641","OtherPhyla_Lytic_NonSpor",0,0
"17464","uvig_272643","OtherPhyla_Lytic_NonSpor",0,0
"17465","uvig_272664","Bacillota_Lytic_Spor",0,0
"17466","uvig_272711","OtherPhyla_Lytic_NonSpor",0,0
"17467","uvig_272723","OtherPhyla_Temp_NonSpor",0,0
"17468","uvig_272969","OtherPhyla_Lytic_NonSpor",0,0
"17469","uvig_27308","OtherPhyla_Lytic_NonSpor",0,0
"17470","uvig_273085","Bacillota_Lytic_Spor",0,0
"17471","uvig_273095","Bacillota_Lytic_Spor",0,0
"17472","uvig_273141","Bacillota_Temp_NonSpor",0,0
"17473","uvig_273163","OtherPhyla_Lytic_NonSpor",0,0
"17474","uvig_27321","OtherPhyla_Lytic_NonSpor",0,0
"17475","uvig_273210","OtherPhyla_Temp_NonSpor",0,0
"17476","uvig_273225","Bacillota_Temp_Spor",0,0
"17477","uvig_273265","Bacillota_Lytic_Spor",0,0
"17478","uvig_273312","Bacillota_Lytic_Spor",0,0
"17479","uvig_273328","OtherPhyla_Temp_NonSpor",0,0
"17480","uvig_273330","OtherPhyla_Lytic_NonSpor",0,0
"17481","uvig_27334","Bacillota_Temp_Spor",0,0
"17482","uvig_27336","Bacillota_Temp_Spor",0,0
"17483","uvig_27337","Bacillota_Temp_Spor",0,0
"17484","uvig_273418","Bacillota_Lytic_Spor",0,0
"17485","uvig_273422","Bacillota_Temp_Spor",0,0
"17486","uvig_273450","Bacillota_Temp_NonSpor",0,0
"17487","uvig_273452","Bacillota_Temp_NonSpor",0,0
"17488","uvig_273536","Bacillota_Lytic_Spor",0,0
"17489","uvig_27355","Bacillota_Temp_NonSpor",0,0
"17490","uvig_273583","Bacillota_Temp_Spor",0,0
"17491","uvig_273622","Bacillota_Temp_Spor",0,0
"17492","uvig_273623","Bacillota_Temp_Spor",0,0
"17493","uvig_273648","OtherPhyla_Lytic_NonSpor",0,0
"17494","uvig_273666","Bacillota_Temp_Spor",0,0
"17495","uvig_273704","Bacillota_Temp_Spor",0,0
"17496","uvig_273731","Bacillota_Temp_Spor",0,0
"17497","uvig_273735","Bacillota_Temp_Spor",0,0
"17498","uvig_273805","OtherPhyla_Lytic_NonSpor",0,0
"17499","uvig_273817","Bacillota_Lytic_Spor",0,0
"17500","uvig_27382","Bacillota_Lytic_Spor",0,0
"17501","uvig_273877","Bacillota_Temp_Spor",0,0
"17502","uvig_273894","Bacillota_Temp_Spor",0,0
"17503","uvig_273926","Bacillota_Temp_Spor",0,0
"17504","uvig_273939","OtherPhyla_Lytic_NonSpor",0,0
"17505","uvig_273942","Bacillota_Temp_Spor",0,0
"17506","uvig_274002","Bacillota_Temp_NonSpor",0,0
"17507","uvig_274005","OtherPhyla_Temp_NonSpor",0,0
"17508","uvig_274052","Bacillota_Temp_Spor",0,0
"17509","uvig_274055","Bacillota_Lytic_Spor",0,0
"17510","uvig_274060","Bacillota_Lytic_Spor",0,0
"17511","uvig_274070","OtherPhyla_Temp_NonSpor",0,0
"17512","uvig_274073","Bacillota_Lytic_Spor",0,0
"17513","uvig_274115","Bacillota_Temp_Spor",0,0
"17514","uvig_274145","Bacillota_Temp_Spor",0,0
"17515","uvig_274198","Bacillota_Lytic_Spor",0,0
"17516","uvig_274225","Bacillota_Lytic_Spor",0,0
"17517","uvig_27423","Bacillota_Temp_Spor",0,0
"17518","uvig_274250","Bacillota_Lytic_Spor",0,0
"17519","uvig_274252","Bacillota_Temp_Spor",0,0
"17520","uvig_274270","Bacillota_Temp_Spor",1,1
"17521","uvig_274292","Bacillota_Temp_Spor",0,0
"17522","uvig_274293","OtherPhyla_Lytic_NonSpor",0,0
"17523","uvig_274313","OtherPhyla_Temp_NonSpor",0,0
"17524","uvig_274314","OtherPhyla_Temp_NonSpor",0,0
"17525","uvig_274323","Bacillota_Temp_Spor",0,0
"17526","uvig_274337","Bacillota_Temp_Spor",0,0
"17527","uvig_274350","OtherPhyla_Lytic_NonSpor",0,0
"17528","uvig_274411","OtherPhyla_Temp_NonSpor",0,0
"17529","uvig_274413","Bacillota_Lytic_Spor",0,0
"17530","uvig_274442","OtherPhyla_Lytic_NonSpor",0,0
"17531","uvig_274445","OtherPhyla_Temp_NonSpor",0,0
"17532","uvig_274448","Bacillota_Temp_Spor",0,0
"17533","uvig_274470","OtherPhyla_Temp_NonSpor",0,0
"17534","uvig_274577","Bacillota_Temp_Spor",0,0
"17535","uvig_27458","OtherPhyla_Lytic_NonSpor",0,0
"17536","uvig_274603","Bacillota_Temp_Spor",0,0
"17537","uvig_27463","OtherPhyla_Lytic_NonSpor",0,0
"17538","uvig_274651","Bacillota_Temp_Spor",0,0
"17539","uvig_274687","Bacillota_Temp_Spor",0,0
"17540","uvig_274692","Bacillota_Lytic_Spor",0,0
"17541","uvig_27473","OtherPhyla_Temp_NonSpor",0,0
"17542","uvig_274745","OtherPhyla_Temp_NonSpor",0,0
"17543","uvig_27476","Bacillota_Temp_Spor",0,0
"17544","uvig_274771","Bacillota_Temp_Spor",1,1
"17545","uvig_274773","Bacillota_Temp_Spor",0,0
"17546","uvig_274809","Bacillota_Temp_Spor",0,0
"17547","uvig_274828","Bacillota_Temp_Spor",0,0
"17548","uvig_274854","Bacillota_Temp_Spor",0,0
"17549","uvig_274886","OtherPhyla_Lytic_NonSpor",0,0
"17550","uvig_274892","Bacillota_Temp_Spor",0,0
"17551","uvig_27490","OtherPhyla_Lytic_NonSpor",0,0
"17552","uvig_274907","OtherPhyla_Lytic_NonSpor",0,0
"17553","uvig_274924","OtherPhyla_Temp_NonSpor",0,0
"17554","uvig_274940","Bacillota_Temp_Spor",0,0
"17555","uvig_27495","Bacillota_Temp_Spor",0,0
"17556","uvig_274951","Bacillota_Temp_Spor",0,0
"17557","uvig_274962","OtherPhyla_Temp_NonSpor",0,0
"17558","uvig_274976","OtherPhyla_Lytic_NonSpor",0,0
"17559","uvig_275039","OtherPhyla_Lytic_NonSpor",0,0
"17560","uvig_275075","Bacillota_Temp_Spor",0,0
"17561","uvig_275137","Bacillota_Temp_NonSpor",0,0
"17562","uvig_275139","OtherPhyla_Temp_NonSpor",0,0
"17563","uvig_275141","Bacillota_Temp_Spor",0,0
"17564","uvig_275155","Bacillota_Lytic_Spor",0,0
"17565","uvig_275181","Bacillota_Temp_Spor",0,0
"17566","uvig_27521","OtherPhyla_Lytic_NonSpor",0,0
"17567","uvig_275271","OtherPhyla_Lytic_NonSpor",0,0
"17568","uvig_275348","OtherPhyla_Lytic_NonSpor",0,0
"17569","uvig_275409","Bacillota_Temp_Spor",0,0
"17570","uvig_275418","OtherPhyla_Temp_NonSpor",0,0
"17571","uvig_275420","OtherPhyla_Temp_NonSpor",0,0
"17572","uvig_275422","Bacillota_Temp_Spor",0,0
"17573","uvig_275443","Bacillota_Temp_Spor",0,0
"17574","uvig_275448","OtherPhyla_Lytic_NonSpor",0,0
"17575","uvig_275464","OtherPhyla_Lytic_NonSpor",0,0
"17576","uvig_275469","Bacillota_Temp_Spor",0,0
"17577","uvig_275472","OtherPhyla_Temp_NonSpor",0,0
"17578","uvig_275510","OtherPhyla_Temp_NonSpor",0,0
"17579","uvig_275512","Bacillota_Temp_Spor",0,0
"17580","uvig_275539","OtherPhyla_Temp_NonSpor",0,0
"17581","uvig_275542","Bacillota_Temp_NonSpor",0,0
"17582","uvig_275544","Bacillota_Temp_Spor",0,0
"17583","uvig_275568","Bacillota_Lytic_Spor",0,0
"17584","uvig_275570","Bacillota_Lytic_Spor",0,0
"17585","uvig_275589","OtherPhyla_Lytic_NonSpor",0,0
"17586","uvig_275642","Bacillota_Temp_Spor",0,0
"17587","uvig_275660","Bacillota_Temp_Spor",0,0
"17588","uvig_275667","OtherPhyla_Temp_NonSpor",0,0
"17589","uvig_275726","OtherPhyla_Lytic_NonSpor",0,0
"17590","uvig_275733","Bacillota_Lytic_Spor",0,0
"17591","uvig_27574","Bacillota_Lytic_Spor",0,0
"17592","uvig_275749","Bacillota_Temp_Spor",0,0
"17593","uvig_27576","OtherPhyla_Lytic_NonSpor",0,0
"17594","uvig_27578","Bacillota_Temp_Spor",0,0
"17595","uvig_275797","Bacillota_Temp_Spor",0,0
"17596","uvig_275798","Bacillota_Lytic_Spor",0,0
"17597","uvig_275807","Bacillota_Lytic_Spor",0,0
"17598","uvig_27583","Bacillota_Temp_Spor",0,0
"17599","uvig_275846","OtherPhyla_Temp_NonSpor",0,0
"17600","uvig_27588","OtherPhyla_Lytic_NonSpor",0,0
"17601","uvig_275890","Bacillota_Temp_Spor",0,0
"17602","uvig_275902","OtherPhyla_Temp_NonSpor",0,0
"17603","uvig_275904","Bacillota_Lytic_Spor",0,0
"17604","uvig_27592","Bacillota_Temp_Spor",0,0
"17605","uvig_275922","Bacillota_Lytic_Spor",0,0
"17606","uvig_275995","Bacillota_Temp_Spor",0,0
"17607","uvig_27602","Bacillota_Temp_Spor",0,0
"17608","uvig_276022","Bacillota_Temp_Spor",0,0
"17609","uvig_276100","Bacillota_Temp_Spor",0,0
"17610","uvig_276149","Bacillota_Temp_Spor",0,0
"17611","uvig_276151","Bacillota_Lytic_NonSpor",0,0
"17612","uvig_276193","OtherPhyla_Lytic_NonSpor",0,0
"17613","uvig_276223","OtherPhyla_Temp_NonSpor",0,0
"17614","uvig_276232","Bacillota_Temp_Spor",0,0
"17615","uvig_276239","Bacillota_Temp_Spor",0,0
"17616","uvig_276255","OtherPhyla_Temp_NonSpor",0,0
"17617","uvig_276268","Bacillota_Temp_Spor",0,0
"17618","uvig_276271","Bacillota_Temp_Spor",0,0
"17619","uvig_276279","Bacillota_Temp_Spor",0,0
"17620","uvig_276303","OtherPhyla_Lytic_NonSpor",0,0
"17621","uvig_27634","OtherPhyla_Lytic_NonSpor",0,0
"17622","uvig_276369","Bacillota_Temp_Spor",0,0
"17623","uvig_276383","Bacillota_Temp_Spor",0,0
"17624","uvig_27639","OtherPhyla_Lytic_NonSpor",0,0
"17625","uvig_276403","Bacillota_Temp_Spor",0,0
"17626","uvig_276406","Bacillota_Temp_Spor",0,0
"17627","uvig_276414","Bacillota_Temp_Spor",0,0
"17628","uvig_276474","OtherPhyla_Lytic_NonSpor",0,0
"17629","uvig_2765","OtherPhyla_Lytic_NonSpor",0,0
"17630","uvig_276558","OtherPhyla_Temp_NonSpor",0,0
"17631","uvig_276585","Bacillota_Temp_Spor",0,0
"17632","uvig_276627","OtherPhyla_Lytic_NonSpor",0,0
"17633","uvig_27665","Bacillota_Temp_Spor",0,0
"17634","uvig_2767","Bacillota_Temp_Spor",0,0
"17635","uvig_276721","OtherPhyla_Lytic_NonSpor",0,0
"17636","uvig_276746","Bacillota_Temp_Spor",0,0
"17637","uvig_276747","Bacillota_Lytic_Spor",0,0
"17638","uvig_276754","OtherPhyla_Temp_NonSpor",0,0
"17639","uvig_276761","Bacillota_Temp_Spor",0,0
"17640","uvig_276784","Bacillota_Temp_Spor",0,0
"17641","uvig_276790","Bacillota_Temp_Spor",0,0
"17642","uvig_2768","Bacillota_Lytic_Spor",0,0
"17643","uvig_276875","Bacillota_Temp_Spor",0,0
"17644","uvig_276877","Bacillota_Temp_Spor",0,0
"17645","uvig_276897","Bacillota_Lytic_Spor",0,0
"17646","uvig_276916","OtherPhyla_Lytic_NonSpor",0,0
"17647","uvig_276947","Bacillota_Temp_Spor",0,0
"17648","uvig_276949","Bacillota_Temp_Spor",0,0
"17649","uvig_276967","OtherPhyla_Lytic_NonSpor",0,0
"17650","uvig_276968","OtherPhyla_Lytic_NonSpor",0,0
"17651","uvig_276983","OtherPhyla_Lytic_NonSpor",0,0
"17652","uvig_277020","OtherPhyla_Temp_NonSpor",0,0
"17653","uvig_277032","OtherPhyla_Temp_NonSpor",0,0
"17654","uvig_277047","OtherPhyla_Temp_NonSpor",0,0
"17655","uvig_277049","Bacillota_Temp_Spor",0,0
"17656","uvig_277088","OtherPhyla_Lytic_NonSpor",0,0
"17657","uvig_277165","Bacillota_Temp_Spor",0,0
"17658","uvig_277179","Bacillota_Temp_Spor",0,0
"17659","uvig_277196","Bacillota_Temp_NonSpor",0,0
"17660","uvig_277212","Bacillota_Lytic_Spor",0,0
"17661","uvig_277213","Bacillota_Temp_Spor",0,0
"17662","uvig_277214","OtherPhyla_Lytic_NonSpor",0,0
"17663","uvig_277222","Bacillota_Temp_Spor",0,0
"17664","uvig_277264","OtherPhyla_Lytic_NonSpor",0,0
"17665","uvig_277268","Bacillota_Temp_Spor",0,0
"17666","uvig_277303","OtherPhyla_Temp_NonSpor",0,0
"17667","uvig_277311","Bacillota_Lytic_Spor",0,0
"17668","uvig_277328","Bacillota_Lytic_Spor",0,0
"17669","uvig_277334","OtherPhyla_Temp_NonSpor",0,0
"17670","uvig_277383","OtherPhyla_Temp_NonSpor",0,0
"17671","uvig_277420","Bacillota_Temp_Spor",0,0
"17672","uvig_277536","Bacillota_Lytic_Spor",0,0
"17673","uvig_277553","OtherPhyla_Lytic_NonSpor",0,0
"17674","uvig_277555","OtherPhyla_Lytic_NonSpor",0,0
"17675","uvig_277666","OtherPhyla_Lytic_NonSpor",0,0
"17676","uvig_277676","OtherPhyla_Lytic_NonSpor",0,0
"17677","uvig_277697","Bacillota_Temp_NonSpor",0,0
"17678","uvig_277712","Bacillota_Temp_Spor",0,0
"17679","uvig_27776","OtherPhyla_Lytic_NonSpor",0,0
"17680","uvig_277771","OtherPhyla_Temp_NonSpor",0,0
"17681","uvig_27778","OtherPhyla_Lytic_NonSpor",0,0
"17682","uvig_277786","Bacillota_Temp_Spor",0,0
"17683","uvig_277787","Bacillota_Temp_Spor",0,0
"17684","uvig_277788","Bacillota_Temp_Spor",0,0
"17685","uvig_277791","Bacillota_Temp_Spor",0,0
"17686","uvig_277847","Bacillota_Temp_Spor",0,0
"17687","uvig_277867","OtherPhyla_Temp_NonSpor",0,0
"17688","uvig_277869","Bacillota_Temp_Spor",0,0
"17689","uvig_27787","Bacillota_Temp_Spor",0,0
"17690","uvig_277879","Bacillota_Temp_Spor",0,0
"17691","uvig_277881","Bacillota_Temp_Spor",0,0
"17692","uvig_277884","Bacillota_Temp_Spor",0,0
"17693","uvig_277930","Bacillota_Lytic_Spor",0,0
"17694","uvig_277977","Bacillota_Temp_Spor",0,0
"17695","uvig_277995","OtherPhyla_Temp_NonSpor",0,0
"17696","uvig_278023","OtherPhyla_Lytic_NonSpor",0,0
"17697","uvig_278040","Bacillota_Lytic_Spor",0,0
"17698","uvig_278049","Bacillota_Temp_NonSpor",0,0
"17699","uvig_27807","Bacillota_Temp_Spor",0,0
"17700","uvig_278075","Bacillota_Temp_Spor",0,0
"17701","uvig_278112","OtherPhyla_Lytic_NonSpor",0,0
"17702","uvig_278119","Bacillota_Temp_Spor",0,0
"17703","uvig_278153","OtherPhyla_Lytic_NonSpor",0,0
"17704","uvig_278162","Bacillota_Temp_NonSpor",0,0
"17705","uvig_278169","Bacillota_Temp_Spor",0,0
"17706","uvig_27817","OtherPhyla_Lytic_NonSpor",0,0
"17707","uvig_278228","OtherPhyla_Temp_NonSpor",0,0
"17708","uvig_278258","Bacillota_Temp_NonSpor",0,0
"17709","uvig_278289","OtherPhyla_Lytic_NonSpor",0,0
"17710","uvig_278339","Bacillota_Temp_Spor",0,0
"17711","uvig_278409","Bacillota_Lytic_Spor",0,0
"17712","uvig_278427","Bacillota_Lytic_Spor",0,0
"17713","uvig_278445","Bacillota_Temp_Spor",0,0
"17714","uvig_278492","Bacillota_Temp_NonSpor",0,0
"17715","uvig_27852","Bacillota_Temp_Spor",0,0
"17716","uvig_27853","Bacillota_Temp_Spor",0,0
"17717","uvig_278536","OtherPhyla_Lytic_NonSpor",0,0
"17718","uvig_278539","Bacillota_Temp_Spor",0,0
"17719","uvig_27855","OtherPhyla_Temp_NonSpor",0,0
"17720","uvig_278557","Bacillota_Temp_Spor",0,0
"17721","uvig_278560","OtherPhyla_Temp_NonSpor",0,0
"17722","uvig_278561","Bacillota_Temp_Spor",0,0
"17723","uvig_278573","Bacillota_Temp_Spor",0,0
"17724","uvig_278574","Bacillota_Lytic_Spor",0,0
"17725","uvig_278589","Bacillota_Temp_Spor",0,0
"17726","uvig_27859","Bacillota_Temp_Spor",0,0
"17727","uvig_278593","Bacillota_Temp_Spor",0,0
"17728","uvig_27860","OtherPhyla_Lytic_NonSpor",0,0
"17729","uvig_278632","Bacillota_Temp_Spor",0,0
"17730","uvig_278645","OtherPhyla_Lytic_NonSpor",0,0
"17731","uvig_278662","Bacillota_Temp_Spor",0,0
"17732","uvig_278672","Bacillota_Temp_Spor",0,0
"17733","uvig_278673","Bacillota_Temp_Spor",0,0
"17734","uvig_278675","OtherPhyla_Lytic_NonSpor",0,0
"17735","uvig_278691","Bacillota_Temp_NonSpor",0,0
"17736","uvig_278694","Bacillota_Temp_NonSpor",0,0
"17737","uvig_278706","Bacillota_Temp_Spor",0,0
"17738","uvig_278708","Bacillota_Temp_Spor",0,0
"17739","uvig_278709","Bacillota_Temp_Spor",0,0
"17740","uvig_278748","OtherPhyla_Temp_NonSpor",0,0
"17741","uvig_278780","Bacillota_Temp_Spor",0,0
"17742","uvig_278790","OtherPhyla_Temp_NonSpor",0,0
"17743","uvig_278802","Bacillota_Lytic_Spor",0,0
"17744","uvig_278838","OtherPhyla_Lytic_NonSpor",0,0
"17745","uvig_278839","Bacillota_Lytic_Spor",0,0
"17746","uvig_278845","Bacillota_Lytic_Spor",0,0
"17747","uvig_278854","Bacillota_Temp_Spor",0,0
"17748","uvig_278868","Bacillota_Temp_Spor",0,0
"17749","uvig_27887","Bacillota_Lytic_Spor",0,0
"17750","uvig_278878","OtherPhyla_Lytic_NonSpor",0,0
"17751","uvig_278879","Bacillota_Temp_Spor",0,0
"17752","uvig_278888","Bacillota_Temp_Spor",0,0
"17753","uvig_278891","OtherPhyla_Temp_NonSpor",0,0
"17754","uvig_278904","OtherPhyla_Lytic_NonSpor",0,0
"17755","uvig_27893","OtherPhyla_Temp_NonSpor",0,0
"17756","uvig_278957","OtherPhyla_Temp_NonSpor",0,0
"17757","uvig_278958","Bacillota_Temp_Spor",0,0
"17758","uvig_27897","Bacillota_Lytic_Spor",0,0
"17759","uvig_278980","OtherPhyla_Temp_NonSpor",0,0
"17760","uvig_279081","Bacillota_Temp_Spor",0,0
"17761","uvig_279091","OtherPhyla_Lytic_NonSpor",0,0
"17762","uvig_279111","OtherPhyla_Lytic_NonSpor",0,0
"17763","uvig_279133","OtherPhyla_Lytic_NonSpor",0,0
"17764","uvig_279177","Bacillota_Temp_Spor",0,0
"17765","uvig_27920","Bacillota_Temp_Spor",0,0
"17766","uvig_27921","Bacillota_Temp_Spor",0,0
"17767","uvig_279216","Bacillota_Temp_Spor",0,0
"17768","uvig_279236","Bacillota_Temp_Spor",0,0
"17769","uvig_279253","OtherPhyla_Temp_NonSpor",0,0
"17770","uvig_279261","Bacillota_Temp_NonSpor",0,0
"17771","uvig_279279","OtherPhyla_Temp_NonSpor",0,0
"17772","uvig_279280","OtherPhyla_Temp_NonSpor",0,0
"17773","uvig_279294","Bacillota_Temp_Spor",0,0
"17774","uvig_27932","OtherPhyla_Temp_NonSpor",0,0
"17775","uvig_279332","Bacillota_Temp_Spor",0,0
"17776","uvig_279339","Bacillota_Lytic_Spor",0,0
"17777","uvig_279352","OtherPhyla_Lytic_NonSpor",0,0
"17778","uvig_279353","Bacillota_Temp_Spor",0,0
"17779","uvig_279363","Bacillota_Temp_NonSpor",0,0
"17780","uvig_279364","Bacillota_Temp_Spor",0,0
"17781","uvig_279365","Bacillota_Temp_Spor",0,0
"17782","uvig_279373","OtherPhyla_Temp_NonSpor",0,0
"17783","uvig_279394","Bacillota_Temp_NonSpor",0,0
"17784","uvig_279399","Bacillota_Temp_Spor",0,0
"17785","uvig_27940","Bacillota_Temp_Spor",0,0
"17786","uvig_279432","Bacillota_Lytic_Spor",0,0
"17787","uvig_279435","OtherPhyla_Lytic_NonSpor",0,0
"17788","uvig_279440","Bacillota_Temp_Spor",0,0
"17789","uvig_279448","OtherPhyla_Lytic_NonSpor",0,0
"17790","uvig_279455","Bacillota_Temp_Spor",0,0
"17791","uvig_279487","Bacillota_Temp_Spor",0,0
"17792","uvig_279488","OtherPhyla_Temp_NonSpor",0,0
"17793","uvig_279490","Bacillota_Temp_NonSpor",0,0
"17794","uvig_279492","Bacillota_Lytic_NonSpor",0,0
"17795","uvig_279499","Bacillota_Temp_Spor",0,0
"17796","uvig_279508","OtherPhyla_Temp_NonSpor",0,0
"17797","uvig_279555","Bacillota_Temp_Spor",0,0
"17798","uvig_279559","OtherPhyla_Lytic_NonSpor",0,0
"17799","uvig_27956","OtherPhyla_Lytic_NonSpor",0,0
"17800","uvig_279578","Bacillota_Temp_NonSpor",1,1
"17801","uvig_279596","Bacillota_Temp_Spor",0,0
"17802","uvig_279602","Bacillota_Temp_Spor",0,0
"17803","uvig_279619","OtherPhyla_Lytic_NonSpor",0,0
"17804","uvig_279655","Bacillota_Temp_Spor",0,0
"17805","uvig_279658","Bacillota_Temp_Spor",0,0
"17806","uvig_279680","Bacillota_Temp_Spor",0,0
"17807","uvig_279691","OtherPhyla_Temp_NonSpor",0,0
"17808","uvig_279715","Bacillota_Temp_Spor",0,0
"17809","uvig_279739","OtherPhyla_Lytic_NonSpor",0,0
"17810","uvig_279753","Bacillota_Temp_Spor",0,0
"17811","uvig_279756","OtherPhyla_Temp_NonSpor",0,0
"17812","uvig_279769","Bacillota_Temp_Spor",0,0
"17813","uvig_279789","Bacillota_Temp_Spor",0,0
"17814","uvig_279802","Bacillota_Temp_Spor",0,0
"17815","uvig_27983","Bacillota_Temp_Spor",0,0
"17816","uvig_279849","Bacillota_Temp_NonSpor",0,0
"17817","uvig_279852","Bacillota_Temp_Spor",1,1
"17818","uvig_279856","Bacillota_Lytic_Spor",0,0
"17819","uvig_27986","OtherPhyla_Temp_NonSpor",0,0
"17820","uvig_279863","Bacillota_Temp_Spor",0,0
"17821","uvig_279875","OtherPhyla_Temp_NonSpor",0,0
"17822","uvig_279887","Bacillota_Temp_Spor",0,0
"17823","uvig_279970","Bacillota_Lytic_Spor",0,0
"17824","uvig_279972","Bacillota_Temp_Spor",0,0
"17825","uvig_279988","OtherPhyla_Lytic_NonSpor",0,0
"17826","uvig_279990","Bacillota_Lytic_Spor",0,0
"17827","uvig_280056","Bacillota_Temp_Spor",0,0
"17828","uvig_280063","Bacillota_Lytic_Spor",0,0
"17829","uvig_280072","OtherPhyla_Temp_NonSpor",0,0
"17830","uvig_280092","Bacillota_Temp_Spor",0,0
"17831","uvig_280095","Bacillota_Temp_Spor",0,0
"17832","uvig_280105","Bacillota_Temp_Spor",0,0
"17833","uvig_280181","Bacillota_Temp_Spor",0,0
"17834","uvig_28019","OtherPhyla_Lytic_NonSpor",0,0
"17835","uvig_280205","Bacillota_Temp_Spor",0,0
"17836","uvig_280224","OtherPhyla_Lytic_NonSpor",0,0
"17837","uvig_28024","OtherPhyla_Lytic_NonSpor",0,0
"17838","uvig_280246","OtherPhyla_Lytic_NonSpor",0,0
"17839","uvig_280247","Bacillota_Temp_Spor",0,0
"17840","uvig_280249","Bacillota_Temp_Spor",0,0
"17841","uvig_280257","OtherPhyla_Lytic_NonSpor",0,0
"17842","uvig_280259","Bacillota_Temp_NonSpor",0,0
"17843","uvig_280260","Bacillota_Temp_Spor",0,0
"17844","uvig_280273","Bacillota_Temp_Spor",0,0
