genome,threshold,cluster_method,comparison_algorithm,greedy_representative,primary_cluster,original_secondary_cluster,secondary_cluster
MK448760.fna,0.005,greedy,fastANI,True,0,0_1543,0_1543
MK448761.fna,0.005,greedy,fastANI,False,0,0_1543,0_1543
MK448762.fna,0.005,greedy,fastANI,True,0,0_1389,0_1389
MK448763.fna,0.005,greedy,fastANI,True,0,0_2183,0_2183
MK448764.fna,0.005,greedy,fastANI,True,0,0_2358,0_2358
MK448765.fna,0.005,greedy,fastANI,False,0,0_1668,0_1668
MK448766.fna,0.005,greedy,fastANI,True,0,0_1725,0_1725
MK448767.fna,0.005,greedy,fastANI,False,0,0_2156,0_2156
MK448768.fna,0.005,greedy,fastANI,True,0,0_1395,0_1395
MK448769.fna,0.005,greedy,fastANI,True,0,0_1778,0_1778
MK448770.fna,0.005,greedy,fastANI,True,0,0_1684,0_1684
MK448771.fna,0.005,greedy,fastANI,True,0,0_2079,0_2079
MK448772.fna,0.005,greedy,fastANI,True,0,0_1428,0_1428
MK448773.fna,0.005,greedy,fastANI,True,0,0_1985,0_1985
MK448774.fna,0.005,greedy,fastANI,True,0,0_2222,0_2222
MK448775.fna,0.005,greedy,fastANI,True,0,0_1293,0_1293
MK448776.fna,0.005,greedy,fastANI,True,0,0_2128,0_2128
MK448777.fna,0.005,greedy,fastANI,True,0,0_2013,0_2013
MK448778.fna,0.005,greedy,fastANI,True,0,0_1517,0_1517
MK448779.fna,0.005,greedy,fastANI,True,0,0_1605,0_1605
MK448780.fna,0.005,greedy,fastANI,False,0,0_702,0_702
MK448781.fna,0.005,greedy,fastANI,True,0,0_1511,0_1511
MK448782.fna,0.005,greedy,fastANI,True,0,0_1120,0_1120
MK448783.fna,0.005,greedy,fastANI,True,0,0_1825,0_1825
MK448784.fna,0.005,greedy,fastANI,False,0,0_1482,0_1482
MK448785.fna,0.005,greedy,fastANI,True,0,0_1639,0_1639
MK448786.fna,0.005,greedy,fastANI,True,0,0_2156,0_2156
MK448787.fna,0.005,greedy,fastANI,False,0,0_2128,0_2128
MK448788.fna,0.005,greedy,fastANI,True,0,0_1350,0_1350
MK448789.fna,0.005,greedy,fastANI,False,0,0_1482,0_1482
MK448790.fna,0.005,greedy,fastANI,True,0,0_1809,0_1809
MK448791.fna,0.005,greedy,fastANI,True,0,0_1284,0_1284
MK448792.fna,0.005,greedy,fastANI,False,0,0_1684,0_1684
MK448793.fna,0.005,greedy,fastANI,True,0,0_1346,0_1346
MK448794.fna,0.005,greedy,fastANI,True,0,0_1668,0_1668
MK448795.fna,0.005,greedy,fastANI,True,0,0_925,0_925
MK448796.fna,0.005,greedy,fastANI,True,0,0_913,0_913
MK448797.fna,0.005,greedy,fastANI,True,0,0_1594,0_1594
MK448798.fna,0.005,greedy,fastANI,False,0,0_1790,0_1790
MK448799.fna,0.005,greedy,fastANI,False,0,0_1574,0_1574
MK448800.fna,0.005,greedy,fastANI,True,0,0_1574,0_1574
MK448801.fna,0.005,greedy,fastANI,False,0,0_1218,0_1218
MK448802.fna,0.005,greedy,fastANI,False,0,0_2109,0_2109
MK448803.fna,0.005,greedy,fastANI,False,0,0_2205,0_2205
MK448804.fna,0.005,greedy,fastANI,True,0,0_2368,0_2368
MK448805.fna,0.005,greedy,fastANI,False,0,0_2215,0_2215
MK448806.fna,0.005,greedy,fastANI,True,0,0_1360,0_1360
MK448807.fna,0.005,greedy,fastANI,False,0,0_2215,0_2215
MK448808.fna,0.005,greedy,fastANI,False,0,0_2215,0_2215
MK448809.fna,0.005,greedy,fastANI,False,0,0_2109,0_2109
MK448810.fna,0.005,greedy,fastANI,True,0,0_1730,0_1730
MK448811.fna,0.005,greedy,fastANI,True,0,0_1341,0_1341
MK448812.fna,0.005,greedy,fastANI,True,0,0_1445,0_1445
MK448813.fna,0.005,greedy,fastANI,True,0,0_2631,0_2631
MK448814.fna,0.005,greedy,fastANI,True,0,0_2213,0_2213
MK448815.fna,0.005,greedy,fastANI,True,0,0_2298,0_2298
MK448816.fna,0.005,greedy,fastANI,False,0,0_2045,0_2045
MK448817.fna,0.005,greedy,fastANI,True,0,0_1210,0_1210
MK448818.fna,0.005,greedy,fastANI,True,0,0_1444,0_1444
MK448819.fna,0.005,greedy,fastANI,True,0,0_1630,0_1630
MK448820.fna,0.005,greedy,fastANI,True,0,0_2173,0_2173
MK448821.fna,0.005,greedy,fastANI,True,0,0_1707,0_1707
MK448822.fna,0.005,greedy,fastANI,True,0,0_1595,0_1595
MK448823.fna,0.005,greedy,fastANI,False,0,0_1802,0_1802
MK448824.fna,0.005,greedy,fastANI,False,0,0_1456,0_1456
MK448825.fna,0.005,greedy,fastANI,True,0,0_1685,0_1685
MK448826.fna,0.005,greedy,fastANI,False,0,0_1962,0_1962
MK448827.fna,0.005,greedy,fastANI,False,0,0_816,0_816
MK448828.fna,0.005,greedy,fastANI,True,0,0_2233,0_2233
MK448829.fna,0.005,greedy,fastANI,True,0,0_1812,0_1812
MK448830.fna,0.005,greedy,fastANI,True,0,0_2269,0_2269
MK448831.fna,0.005,greedy,fastANI,False,0,0_1937,0_1937
MK448832.fna,0.005,greedy,fastANI,False,0,0_1107,0_1107
MK448833.fna,0.005,greedy,fastANI,True,0,0_1711,0_1711
MK448834.fna,0.005,greedy,fastANI,False,0,0_1555,0_1555
MK448835.fna,0.005,greedy,fastANI,True,0,0_1829,0_1829
MK448836.fna,0.005,greedy,fastANI,False,0,0_1685,0_1685
MK448837.fna,0.005,greedy,fastANI,True,0,0_1862,0_1862
MK448838.fna,0.005,greedy,fastANI,True,0,0_2232,0_2232
MK448839.fna,0.005,greedy,fastANI,False,0,0_805,0_805
MK448840.fna,0.005,greedy,fastANI,False,0,0_1792,0_1792
MK448841.fna,0.005,greedy,fastANI,True,0,0_805,0_805
MK448842.fna,0.005,greedy,fastANI,True,0,0_2329,0_2329
MK448843.fna,0.005,greedy,fastANI,False,0,0_805,0_805
MK448844.fna,0.005,greedy,fastANI,True,0,0_2450,0_2450
MK448845.fna,0.005,greedy,fastANI,True,0,0_1846,0_1846
MK448846.fna,0.005,greedy,fastANI,True,0,0_1647,0_1647
MK448847.fna,0.005,greedy,fastANI,True,0,0_1731,0_1731
MK448848.fna,0.005,greedy,fastANI,False,0,0_1764,0_1764
MK448849.fna,0.005,greedy,fastANI,True,0,0_1561,0_1561
MK448850.fna,0.005,greedy,fastANI,True,0,0_1171,0_1171
MK448851.fna,0.005,greedy,fastANI,True,0,0_1117,0_1117
MK448852.fna,0.005,greedy,fastANI,True,0,0_1398,0_1398
MK448853.fna,0.005,greedy,fastANI,True,0,0_1961,0_1961
MK448854.fna,0.005,greedy,fastANI,True,0,0_1000,0_1000
MK448855.fna,0.005,greedy,fastANI,True,0,0_2189,0_2189
MK448856.fna,0.005,greedy,fastANI,True,0,0_2620,0_2620
MK448857.fna,0.005,greedy,fastANI,False,0,0_1764,0_1764
MK448858.fna,0.005,greedy,fastANI,True,0,0_992,0_992
MK448859.fna,0.005,greedy,fastANI,True,0,0_1209,0_1209
MK448860.fna,0.005,greedy,fastANI,True,0,0_1578,0_1578
MK448861.fna,0.005,greedy,fastANI,True,0,0_1766,0_1766
MK448862.fna,0.005,greedy,fastANI,True,0,0_1600,0_1600
MK448863.fna,0.005,greedy,fastANI,True,0,0_2296,0_2296
MK448864.fna,0.005,greedy,fastANI,True,0,0_2371,0_2371
MK448865.fna,0.005,greedy,fastANI,True,0,0_2181,0_2181
MK448866.fna,0.005,greedy,fastANI,False,0,0_1504,0_1504
MK448867.fna,0.005,greedy,fastANI,False,0,0_1504,0_1504
MK448868.fna,0.005,greedy,fastANI,True,0,0_1504,0_1504
MK448869.fna,0.005,greedy,fastANI,True,0,0_2029,0_2029
MK448870.fna,0.005,greedy,fastANI,False,0,0_2029,0_2029
MK448871.fna,0.005,greedy,fastANI,False,0,0_1504,0_1504
MK448872.fna,0.005,greedy,fastANI,False,0,0_2109,0_2109
MK448873.fna,0.005,greedy,fastANI,True,0,0_1431,0_1431
MK448874.fna,0.005,greedy,fastANI,True,0,0_1859,0_1859
MK448875.fna,0.005,greedy,fastANI,True,0,0_1708,0_1708
MK448876.fna,0.005,greedy,fastANI,True,0,0_1033,0_1033
MK448877.fna,0.005,greedy,fastANI,True,0,0_1363,0_1363
MK448878.fna,0.005,greedy,fastANI,True,0,0_1690,0_1690
MK448879.fna,0.005,greedy,fastANI,True,0,0_1854,0_1854
MK448880.fna,0.005,greedy,fastANI,False,0,0_2487,0_2487
MK448881.fna,0.005,greedy,fastANI,True,0,0_2238,0_2238
MK448882.fna,0.005,greedy,fastANI,True,0,0_2220,0_2220
MK448883.fna,0.005,greedy,fastANI,True,0,0_2041,0_2041
MK448884.fna,0.005,greedy,fastANI,True,0,0_1776,0_1776
MK448885.fna,0.005,greedy,fastANI,True,0,0_1664,0_1664
MK448886.fna,0.005,greedy,fastANI,True,0,0_1716,0_1716
MK448887.fna,0.005,greedy,fastANI,True,0,0_1666,0_1666
MK448888.fna,0.005,greedy,fastANI,True,0,0_2187,0_2187
MK448889.fna,0.005,greedy,fastANI,True,0,0_2534,0_2534
MK448890.fna,0.005,greedy,fastANI,True,0,0_2322,0_2322
MK448891.fna,0.005,greedy,fastANI,True,0,0_2025,0_2025
MK448892.fna,0.005,greedy,fastANI,True,0,0_2061,0_2061
MK448893.fna,0.005,greedy,fastANI,True,0,0_2036,0_2036
MK448894.fna,0.005,greedy,fastANI,True,0,0_2342,0_2342
MK448895.fna,0.005,greedy,fastANI,True,0,0_1921,0_1921
MK448896.fna,0.005,greedy,fastANI,True,0,0_2214,0_2214
MK448897.fna,0.005,greedy,fastANI,False,0,0_1757,0_1757
MK448898.fna,0.005,greedy,fastANI,True,0,0_1784,0_1784
MK448899.fna,0.005,greedy,fastANI,True,0,0_1692,0_1692
MK448900.fna,0.005,greedy,fastANI,True,0,0_1950,0_1950
MK448901.fna,0.005,greedy,fastANI,True,0,0_2240,0_2240
MK448902.fna,0.005,greedy,fastANI,True,0,0_1081,0_1081
MK448903.fna,0.005,greedy,fastANI,True,0,0_1704,0_1704
MK448904.fna,0.005,greedy,fastANI,True,0,0_1945,0_1945
MK448905.fna,0.005,greedy,fastANI,True,0,0_1629,0_1629
MK448906.fna,0.005,greedy,fastANI,False,0,0_816,0_816
MK448907.fna,0.005,greedy,fastANI,True,0,0_2224,0_2224
MK448908.fna,0.005,greedy,fastANI,True,0,0_1387,0_1387
MK448909.fna,0.005,greedy,fastANI,True,0,0_2121,0_2121
MK448910.fna,0.005,greedy,fastANI,True,0,0_1222,0_1222
MK448911.fna,0.005,greedy,fastANI,False,0,0_1715,0_1715
MK448912.fna,0.005,greedy,fastANI,True,0,0_2321,0_2321
MK448913.fna,0.005,greedy,fastANI,True,0,0_2202,0_2202
MK448914.fna,0.005,greedy,fastANI,True,0,0_2315,0_2315
MK448915.fna,0.005,greedy,fastANI,True,0,0_1660,0_1660
MK448916.fna,0.005,greedy,fastANI,False,0,0_1715,0_1715
MK448917.fna,0.005,greedy,fastANI,True,0,0_1425,0_1425
MK448918.fna,0.005,greedy,fastANI,True,0,0_2362,0_2362
MK448919.fna,0.005,greedy,fastANI,True,0,0_1714,0_1714
MK448920.fna,0.005,greedy,fastANI,True,0,0_2242,0_2242
MK448921.fna,0.005,greedy,fastANI,True,0,0_1566,0_1566
MK448922.fna,0.005,greedy,fastANI,False,0,0_816,0_816
MK448923.fna,0.005,greedy,fastANI,False,0,0_1619,0_1619
MK448924.fna,0.005,greedy,fastANI,True,0,0_1830,0_1830
MK448925.fna,0.005,greedy,fastANI,True,0,0_1886,0_1886
MK448926.fna,0.005,greedy,fastANI,True,0,0_1587,0_1587
MK448927.fna,0.005,greedy,fastANI,True,0,0_1939,0_1939
MK448928.fna,0.005,greedy,fastANI,False,0,0_2109,0_2109
MK448929.fna,0.005,greedy,fastANI,True,0,0_1930,0_1930
MK448930.fna,0.005,greedy,fastANI,True,0,0_1793,0_1793
MK448931.fna,0.005,greedy,fastANI,True,0,0_2031,0_2031
MK448932.fna,0.005,greedy,fastANI,True,0,0_1979,0_1979
MK448933.fna,0.005,greedy,fastANI,True,0,0_999,0_999
MK448934.fna,0.005,greedy,fastANI,True,0,0_1510,0_1510
MK448935.fna,0.005,greedy,fastANI,False,0,0_1795,0_1795
MK448936.fna,0.005,greedy,fastANI,True,0,0_1795,0_1795
MK448937.fna,0.005,greedy,fastANI,True,0,0_2792,0_2792
MK448938.fna,0.005,greedy,fastANI,False,0,0_1715,0_1715
MK448939.fna,0.005,greedy,fastANI,False,0,0_1344,0_1344
MK448940.fna,0.005,greedy,fastANI,True,0,0_1915,0_1915
MK448941.fna,0.005,greedy,fastANI,True,0,0_998,0_998
MK448942.fna,0.005,greedy,fastANI,True,0,0_2514,0_2514
MK448943.fna,0.005,greedy,fastANI,False,0,0_2156,0_2156
MK448944.fna,0.005,greedy,fastANI,True,0,0_1126,0_1126
MK448945.fna,0.005,greedy,fastANI,True,0,0_1655,0_1655
MK448946.fna,0.005,greedy,fastANI,True,0,0_1026,0_1026
MK448947.fna,0.005,greedy,fastANI,False,0,0_1482,0_1482
MK448948.fna,0.005,greedy,fastANI,False,0,0_1621,0_1621
MK448949.fna,0.005,greedy,fastANI,True,0,0_1375,0_1375
MK448950.fna,0.005,greedy,fastANI,True,0,0_1264,0_1264
MK448951.fna,0.005,greedy,fastANI,True,0,0_1687,0_1687
MK448952.fna,0.005,greedy,fastANI,True,0,0_1540,0_1540
MK448953.fna,0.005,greedy,fastANI,True,0,0_1094,0_1094
MK448954.fna,0.005,greedy,fastANI,True,0,0_1435,0_1435
MK448955.fna,0.005,greedy,fastANI,True,0,0_1333,0_1333
MK448956.fna,0.005,greedy,fastANI,True,0,0_1380,0_1380
MK448957.fna,0.005,greedy,fastANI,True,0,0_937,0_937
MK448958.fna,0.005,greedy,fastANI,True,0,0_1383,0_1383
MK448959.fna,0.005,greedy,fastANI,True,0,0_1492,0_1492
MK448960.fna,0.005,greedy,fastANI,False,0,0_1389,0_1389
MK448961.fna,0.005,greedy,fastANI,True,0,0_1638,0_1638
MK448962.fna,0.005,greedy,fastANI,True,0,0_2243,0_2243
MK448963.fna,0.005,greedy,fastANI,True,0,0_2318,0_2318
MK448964.fna,0.005,greedy,fastANI,True,0,0_2052,0_2052
MK448965.fna,0.005,greedy,fastANI,True,0,0_1441,0_1441
MK448966.fna,0.005,greedy,fastANI,True,0,0_1467,0_1467
MK448967.fna,0.005,greedy,fastANI,True,0,0_1790,0_1790
MK448968.fna,0.005,greedy,fastANI,False,0,0_1594,0_1594
MK448969.fna,0.005,greedy,fastANI,True,0,0_2229,0_2229
MK448970.fna,0.005,greedy,fastANI,True,0,0_956,0_956
MK448971.fna,0.005,greedy,fastANI,True,0,0_1066,0_1066
MK448972.fna,0.005,greedy,fastANI,True,0,0_2074,0_2074
MK448973.fna,0.005,greedy,fastANI,True,0,0_1478,0_1478
MK448974.fna,0.005,greedy,fastANI,True,0,0_1482,0_1482
MK448975.fna,0.005,greedy,fastANI,False,0,0_1120,0_1120
MK448976.fna,0.005,greedy,fastANI,True,0,0_1849,0_1849
MK448977.fna,0.005,greedy,fastANI,True,0,0_1351,0_1351
MK448978.fna,0.005,greedy,fastANI,True,0,0_1611,0_1611
MK448979.fna,0.005,greedy,fastANI,False,0,0_1574,0_1574
MK448980.fna,0.005,greedy,fastANI,True,0,0_1457,0_1457
MK448981.fna,0.005,greedy,fastANI,False,0,0_2205,0_2205
MK448982.fna,0.005,greedy,fastANI,True,0,0_1881,0_1881
MK448983.fna,0.005,greedy,fastANI,False,0,0_859,0_859
MK448984.fna,0.005,greedy,fastANI,True,0,0_2045,0_2045
MK448985.fna,0.005,greedy,fastANI,True,0,0_1981,0_1981
MK448986.fna,0.005,greedy,fastANI,True,0,0_1796,0_1796
MK448987.fna,0.005,greedy,fastANI,True,0,0_1025,0_1025
MK448988.fna,0.005,greedy,fastANI,True,0,0_1916,0_1916
MK448989.fna,0.005,greedy,fastANI,False,0,0_2532,0_2532
MK448990.fna,0.005,greedy,fastANI,True,0,0_1235,0_1235
MK448991.fna,0.005,greedy,fastANI,True,0,0_2215,0_2215
MK448992.fna,0.005,greedy,fastANI,True,0,0_2182,0_2182
MK448993.fna,0.005,greedy,fastANI,True,0,0_1516,0_1516
MK448994.fna,0.005,greedy,fastANI,True,0,0_1644,0_1644
MK448995.fna,0.005,greedy,fastANI,True,0,0_1328,0_1328
MK448996.fna,0.005,greedy,fastANI,True,0,0_1802,0_1802
MK448997.fna,0.005,greedy,fastANI,True,0,0_909,0_909
MK448998.fna,0.005,greedy,fastANI,True,0,0_1250,0_1250
MK448999.fna,0.005,greedy,fastANI,True,0,0_2070,0_2070
MK449000.fna,0.005,greedy,fastANI,True,0,0_1470,0_1470
MK449001.fna,0.005,greedy,fastANI,True,0,0_1962,0_1962
MK449002.fna,0.005,greedy,fastANI,False,0,0_1456,0_1456
MK449003.fna,0.005,greedy,fastANI,True,0,0_1456,0_1456
MK449004.fna,0.005,greedy,fastANI,True,0,0_1949,0_1949
MK449005.fna,0.005,greedy,fastANI,True,0,0_1528,0_1528
MK449006.fna,0.005,greedy,fastANI,True,0,0_1937,0_1937
MK449007.fna,0.005,greedy,fastANI,False,0,0_2128,0_2128
MK449008.fna,0.005,greedy,fastANI,True,0,0_1107,0_1107
MK449009.fna,0.005,greedy,fastANI,True,0,0_1555,0_1555
MK449010.fna,0.005,greedy,fastANI,False,0,0_1711,0_1711
MK449011.fna,0.005,greedy,fastANI,False,0,0_1829,0_1829
MK449012.fna,0.005,greedy,fastANI,True,0,0_2142,0_2142
MK450538.fna,0.005,greedy,fastANI,True,0,0_1177,0_1177
MK473382.fna,0.005,greedy,fastANI,True,0,0_2069,0_2069
MK504442.fna,0.005,greedy,fastANI,True,0,0_1382,0_1382
MK504443.fna,0.005,greedy,fastANI,True,0,0_473,0_473
MK504444.fna,0.005,greedy,fastANI,True,0,0_390,0_390
MK504445.fna,0.005,greedy,fastANI,True,0,0_627,0_627
MK504446.fna,0.005,greedy,fastANI,True,0,0_469,0_469
MK533143.fna,0.005,greedy,fastANI,True,0,0_1009,0_1009
MK560763.fna,0.005,greedy,fastANI,True,0,0_911,0_911
MK570225.fna,0.005,greedy,fastANI,True,0,0_799,0_799
MK584893.fna,0.005,greedy,fastANI,False,0,0_236,0_236
MK618716.fna,0.005,greedy,fastANI,True,0,0_1075,0_1075
MK656892.fna,0.005,greedy,fastANI,False,0,0_218,0_218
MK658834.fna,0.005,greedy,fastANI,False,0,0_25,0_25
MK693030.fna,0.005,greedy,fastANI,True,0,0_387,0_387
MK721183.fna,0.005,greedy,fastANI,True,0,0_2651,0_2651
MK721184.fna,0.005,greedy,fastANI,True,0,0_2646,0_2646
MK721185.fna,0.005,greedy,fastANI,True,0,0_2679,0_2679
MK721186.fna,0.005,greedy,fastANI,True,0,0_1366,0_1366
MK721187.fna,0.005,greedy,fastANI,True,0,0_1502,0_1502
MK721188.fna,0.005,greedy,fastANI,True,0,0_2704,0_2704
MK721189.fna,0.005,greedy,fastANI,True,0,0_721,0_721
MK721190.fna,0.005,greedy,fastANI,True,0,0_1408,0_1408
MK721191.fna,0.005,greedy,fastANI,True,0,0_1475,0_1475
MK721192.fna,0.005,greedy,fastANI,True,0,0_262,0_262
MK721193.fna,0.005,greedy,fastANI,True,0,0_2688,0_2688
MK721194.fna,0.005,greedy,fastANI,True,0,0_733,0_733
MK721195.fna,0.005,greedy,fastANI,True,0,0_2708,0_2708
MK721196.fna,0.005,greedy,fastANI,True,0,0_2694,0_2694
MK721197.fna,0.005,greedy,fastANI,True,0,0_2671,0_2671
MK721198.fna,0.005,greedy,fastANI,True,0,0_2666,0_2666
MK721199.fna,0.005,greedy,fastANI,True,0,0_1407,0_1407
MK721200.fna,0.005,greedy,fastANI,True,0,0_1658,0_1658
MK759918.fna,0.005,greedy,fastANI,True,0,0_868,0_868
MK764384.fna,0.005,greedy,fastANI,False,0,0_2730,0_2730
MK779875.fna,0.005,greedy,fastANI,True,0,0_809,0_809
MK792752.fna,0.005,greedy,fastANI,True,0,0_465,0_465
MK800154.fna,0.005,greedy,fastANI,True,0,0_711,0_711
MK801680.fna,0.005,greedy,fastANI,False,0,0_976,0_976
MK801681.fna,0.005,greedy,fastANI,False,0,0_976,0_976
MK801682.fna,0.005,greedy,fastANI,True,0,0_1247,0_1247
MK801683.fna,0.005,greedy,fastANI,False,0,0_1193,0_1193
MK843319.fna,0.005,greedy,fastANI,True,0,0_845,0_845
MK893987.fna,0.005,greedy,fastANI,True,0,0_598,0_598
MK903033.fna,0.005,greedy,fastANI,True,0,0_2730,0_2730
MK911750.fna,0.005,greedy,fastANI,True,0,0_2166,0_2166
MK922546.fna,0.005,greedy,fastANI,True,0,0_2729,0_2729
MK922547.fna,0.005,greedy,fastANI,True,0,0_2727,0_2727
MK922548.fna,0.005,greedy,fastANI,False,0,0_2727,0_2727
MK936475.fna,0.005,greedy,fastANI,False,0,0_2727,0_2727
MK936476.fna,0.005,greedy,fastANI,False,0,0_2730,0_2730
MK940809.fna,0.005,greedy,fastANI,False,0,0_955,0_955
MK982307.fna,0.005,greedy,fastANI,True,0,0_1448,0_1448
MN013088.fna,0.005,greedy,fastANI,True,0,0_1199,0_1199
MN013089.fna,0.005,greedy,fastANI,True,0,0_150,0_150
MN027503.fna,0.005,greedy,fastANI,True,0,0_201,0_201
MN028536.fna,0.005,greedy,fastANI,False,0,0_1546,0_1546
MN038176.fna,0.005,greedy,fastANI,True,0,0_85,0_85
MN038178.fna,0.005,greedy,fastANI,True,0,0_64,0_64
MN038179.fna,0.005,greedy,fastANI,True,0,0_90,0_90
MN043729.fna,0.005,greedy,fastANI,True,0,0_100,0_100
MN043730.fna,0.005,greedy,fastANI,True,0,0_130,0_130
MN045228.fna,0.005,greedy,fastANI,True,0,0_358,0_358
MN047438.fna,0.005,greedy,fastANI,True,0,0_242,0_242
MN065183.fna,0.005,greedy,fastANI,True,0,0_2287,0_2287
MN082624.fna,0.005,greedy,fastANI,True,0,0_2511,0_2511
MN082625.fna,0.005,greedy,fastANI,True,0,0_2612,0_2612
MN091625.fna,0.005,greedy,fastANI,True,0,0_432,0_432
MN091626.fna,0.005,greedy,fastANI,True,0,0_5,0_5
MN098325.fna,0.005,greedy,fastANI,True,0,0_2719,0_2719
MN103542.fna,0.005,greedy,fastANI,True,0,0_781,0_781
MN114082.fna,0.005,greedy,fastANI,True,0,0_672,0_672
MN114083.fna,0.005,greedy,fastANI,True,0,0_663,0_663
MN128593.fna,0.005,greedy,fastANI,True,0,0_666,0_666
MN128594.fna,0.005,greedy,fastANI,True,0,0_428,0_428
MN150686.fna,0.005,greedy,fastANI,True,0,0_141,0_141
MN150710.fna,0.005,greedy,fastANI,True,0,0_2698,0_2698
MN153503.fna,0.005,greedy,fastANI,True,0,0_52,0_52
MN172529.fna,0.005,greedy,fastANI,True,0,0_478,0_478
MN176219.fna,0.005,greedy,fastANI,True,0,0_945,0_945
MN176220.fna,0.005,greedy,fastANI,True,0,0_834,0_834
MN176221.fna,0.005,greedy,fastANI,False,0,0_834,0_834
MN176222.fna,0.005,greedy,fastANI,True,0,0_792,0_792
MN176223.fna,0.005,greedy,fastANI,True,0,0_774,0_774
MN176224.fna,0.005,greedy,fastANI,False,0,0_774,0_774
MN176225.fna,0.005,greedy,fastANI,True,0,0_785,0_785
MN176226.fna,0.005,greedy,fastANI,True,0,0_797,0_797
MN176227.fna,0.005,greedy,fastANI,True,0,0_993,0_993
MN176228.fna,0.005,greedy,fastANI,True,0,0_1019,0_1019
MN176229.fna,0.005,greedy,fastANI,True,0,0_796,0_796
MN176230.fna,0.005,greedy,fastANI,True,0,0_835,0_835
MN176231.fna,0.005,greedy,fastANI,False,0,0_839,0_839
MN176232.fna,0.005,greedy,fastANI,False,0,0_839,0_839
MN241318.fna,0.005,greedy,fastANI,True,0,0_210,0_210
MN270258.fna,0.005,greedy,fastANI,True,0,0_559,0_559
MN270259.fna,0.005,greedy,fastANI,True,0,0_563,0_563
MN270260.fna,0.005,greedy,fastANI,True,0,0_757,0_757
MN270261.fna,0.005,greedy,fastANI,True,0,0_639,0_639
MN270262.fna,0.005,greedy,fastANI,False,0,0_757,0_757
MN270263.fna,0.005,greedy,fastANI,True,0,0_874,0_874
MN270264.fna,0.005,greedy,fastANI,False,0,0_874,0_874
MN270265.fna,0.005,greedy,fastANI,True,0,0_2194,0_2194
MN270266.fna,0.005,greedy,fastANI,False,0,0_644,0_644
MN270267.fna,0.005,greedy,fastANI,True,0,0_644,0_644
MN270268.fna,0.005,greedy,fastANI,True,0,0_724,0_724
MN270269.fna,0.005,greedy,fastANI,True,0,0_777,0_777
MN270270.fna,0.005,greedy,fastANI,True,0,0_932,0_932
MN270271.fna,0.005,greedy,fastANI,True,0,0_820,0_820
MN270272.fna,0.005,greedy,fastANI,False,0,0_820,0_820
MN270273.fna,0.005,greedy,fastANI,False,0,0_743,0_743
MN270274.fna,0.005,greedy,fastANI,True,0,0_877,0_877
MN270275.fna,0.005,greedy,fastANI,True,0,0_929,0_929
MN270276.fna,0.005,greedy,fastANI,True,0,0_681,0_681
MN270277.fna,0.005,greedy,fastANI,True,0,0_826,0_826
MN270278.fna,0.005,greedy,fastANI,True,0,0_912,0_912
MN270279.fna,0.005,greedy,fastANI,True,0,0_560,0_560
MN304941.fna,0.005,greedy,fastANI,False,0,0_209,0_209
MN336261.fna,0.005,greedy,fastANI,False,0,0_289,0_289
MN336262.fna,0.005,greedy,fastANI,False,0,0_277,0_277
MN336263.fna,0.005,greedy,fastANI,False,0,0_277,0_277
MN337887.fna,0.005,greedy,fastANI,True,0,0_2607,0_2607
MN417334.fna,0.005,greedy,fastANI,True,0,0_847,0_847
MN524844.fna,0.005,greedy,fastANI,True,0,0_2664,0_2664
MN524845.fna,0.005,greedy,fastANI,True,0,0_2641,0_2641
MN528768.fna,0.005,greedy,fastANI,True,0,0_735,0_735
MN534315.fna,0.005,greedy,fastANI,True,0,0_1386,0_1386
MN534316.fna,0.005,greedy,fastANI,False,0,0_1889,0_1889
MN534317.fna,0.005,greedy,fastANI,True,0,0_1889,0_1889
MN534318.fna,0.005,greedy,fastANI,False,0,0_1386,0_1386
MN534319.fna,0.005,greedy,fastANI,True,0,0_1845,0_1845
MN534320.fna,0.005,greedy,fastANI,True,0,0_1763,0_1763
MN539736.fna,0.005,greedy,fastANI,False,0,0_240,0_240
MN539737.fna,0.005,greedy,fastANI,False,0,0_240,0_240
MN539738.fna,0.005,greedy,fastANI,False,0,0_237,0_237
MN552143.fna,0.005,greedy,fastANI,True,0,0_813,0_813
MN552144.fna,0.005,greedy,fastANI,True,0,0_2343,0_2343
MN552145.fna,0.005,greedy,fastANI,True,0,0_550,0_550
MN552146.fna,0.005,greedy,fastANI,True,0,0_2504,0_2504
MN552147.fna,0.005,greedy,fastANI,True,0,0_2483,0_2483
MN552148.fna,0.005,greedy,fastANI,True,0,0_2446,0_2446
MN552149.fna,0.005,greedy,fastANI,True,0,0_2469,0_2469
MN552150.fna,0.005,greedy,fastANI,True,0,0_2255,0_2255
MN604230.fna,0.005,greedy,fastANI,True,0,0_1007,0_1007
MN604698.fna,0.005,greedy,fastANI,True,0,0_983,0_983
MN689503.fna,0.005,greedy,fastANI,True,0,0_2605,0_2605
MN689504.fna,0.005,greedy,fastANI,True,0,0_2601,0_2601
MN689505.fna,0.005,greedy,fastANI,True,0,0_2541,0_2541
MN689506.fna,0.005,greedy,fastANI,True,0,0_2600,0_2600
MN689507.fna,0.005,greedy,fastANI,True,0,0_2575,0_2575
MN689508.fna,0.005,greedy,fastANI,True,0,0_2582,0_2582
MN689509.fna,0.005,greedy,fastANI,True,0,0_1954,0_1954
